name	sentence_id	paragraph_id	text_issue_date	text_publ_id
U. Itlsen	199430	73	02.02.1907	0355-2047
Fredrik Ibnrlng	199601	171	02.02.1907	0355-2047
Miina Rautiainen	199623	185	02.02.1907	0355-2047
Gustaf Gröndahlin	199635	192	02.02.1907	0355-2047
Victor Forselius	199660	16	02.02.1907	0355-2047
Aksel Alaodertn	199680	27	02.02.1907	0355-2047
Kaarlo Viktor Elomaa	199762	82	02.02.1907	0355-2047
Ulf MafaaiLay^ Ji	199804	110	02.02.1907	0355-2047
Herman Masalinin	199854	151	02.02.1907	0355-2047
Gustaf Gröndahlin	199865	157	02.02.1907	0355-2047
Antti Tikkanen	199875	164	02.02.1907	0355-2047
Gösta Alander	199901	178	02.02.1907	0355-2047
Tim ilillizlllliMlizlUll	200107	62	03.02.1907	0355-2047
Carl Nyianderin	200120	71	03.02.1907	0355-2047
Artur ÅISI	200123	74	03.02.1907	0355-2047
Georg Jägeriiorniii	200128	77	03.02.1907	0355-2047
Veli Tuomo	200206	136	03.02.1907	0355-2047
Vihtori Hymander	200206	136	03.02.1907	0355-2047
Edla Österberg	200233	157	03.02.1907	0355-2047
Matts Sanfrid	200268	180	03.02.1907	0355-2047
Victor Efc	200343	232	03.02.1907	0355-2047
Jussi Snellman	200386	7	03.02.1907	0355-2047
Hanna Asp	200393	10	03.02.1907	0355-2047
Heinrich von	200396	12	03.02.1907	0355-2047
A. Apostoli	200402	16	03.02.1907	0355-2047
Anton Sitt	200444	43	03.02.1907	0355-2047
Marie Lulzzan	200454	51	03.02.1907	0355-2047
Robert Kajanus	200454	51	03.02.1907	0355-2047
William Larsson	200503	80	03.02.1907	0355-2047
Carl Arto	200503	80	03.02.1907	0355-2047
Aina Niska	200505	80	03.02.1907	0355-2047
Carl Anton	200510	81	03.02.1907	0355-2047
Carl >Vil	200512	83	03.02.1907	0355-2047
Anna An	200512	83	03.02.1907	0355-2047
Carl Aitio	200512	83	03.02.1907	0355-2047
Alfred Casella	200540	101	03.02.1907	0355-2047
Henri Casadesus	200540	101	03.02.1907	0355-2047
Marcel Casadesus	200540	101	03.02.1907	0355-2047
Don Juan	200627	167	03.02.1907	0355-2047
Carl Anton	200638	175	03.02.1907	0355-2047
Anna Larsson	200638	175	03.02.1907	0355-2047
Fernanda Soretta	200638	175	03.02.1907	0355-2047
Juliette Lind	200643	180	03.02.1907	0355-2047
Hilda Pihlajamäki	200769	250	03.02.1907	0355-2047
I. Leiviskä	200773	253	03.02.1907	0355-2047
A. Serlachius	200823	17	03.02.1907	0355-2047
Juho Myntti	200928	68	03.02.1907	0355-2047
Matti Helenius- Seppälä	200993	99	03.02.1907	0355-2047
Helenius- Seppälä	201001	102	03.02.1907	0355-2047
I. Lnndsonin	201192	88	03.02.1907	0355-2047
Fredrik Pacius	201194	89	03.02.1907	0355-2047
Nina Lucia Pacius	201194	89	03.02.1907	0355-2047
Johan Q&ab-icl Martin	201197	90	03.02.1907	0355-2047
Margareta Älniymistin	201197	90	03.02.1907	0355-2047
Fredrik Pacius	201199	90	03.02.1907	0355-2047
Sakari Topelius	201199	90	03.02.1907	0355-2047
Emil Aehates	201204	92	03.02.1907	0355-2047
Elisabeth Schröder	201211	94	03.02.1907	0355-2047
Karl August Österberg	201213	95	03.02.1907	0355-2047
Matti Äyräpää	201222	98	03.02.1907	0355-2047
Sati Lindholmille	201320	18	03.02.1907	0355-2047
Christian Hansen	201326	20	03.02.1907	0355-2047
Mari Ncriiliard	201335	26	03.02.1907	0355-2047
Hilda Bäckström	201343	30	03.02.1907	0355-2047
Emil Söngtoijiin	201343	30	03.02.1907	0355-2047
Hilda Bäckströmin	201354	34	03.02.1907	0355-2047
Amanda Kiina	201357	34	03.02.1907	0355-2047
Frans Emil	201361	35	03.02.1907	0355-2047
Hilda Väefitröm	201371	40	03.02.1907	0355-2047
Eino Leino	201384	44	03.02.1907	0355-2047
Julius Korsi	201415	58	03.02.1907	0355-2047
Anna Vt	201417	59	03.02.1907	0355-2047
Maria Jtöontinin	201418	59	03.02.1907	0355-2047
Leo Vaefman	201428	64	03.02.1907	0355-2047
Lari William Larsson	201454	75	03.02.1907	0355-2047
Fredrik Svuren	201491	98	03.02.1907	0355-2047
George Washington	201491	98	03.02.1907	0355-2047
Abraham Lincolnista	201492	98	03.02.1907	0355-2047
U. Sttcanöerilta	201541	129	03.02.1907	0355-2047
TratscheMstijn Maali'	201543	130	03.02.1907	0355-2047
Tilda Löthman	201586	14	03.02.1907	0355-2047
Kaarlo Pro	201586	14	03.02.1907	0355-2047
Juho Snellman	201605	17	03.02.1907	0355-2047
Samuli Heiskanen	201605	17	03.02.1907	0355-2047
Aaro Väänänen	201606	17	03.02.1907	0355-2047
Gbiv Dlin	201614	18	03.02.1907	0355-2047
A. Moberg	201617	19	03.02.1907	0355-2047
Emil Trygg	201633	25	03.02.1907	0355-2047
O. Karhi	201637	27	03.02.1907	0355-2047
Wäinö Wilhelm	201658	31	03.02.1907	0355-2047
Felix Motti	201676	41	03.02.1907	0355-2047
Selim Pnlmgren	201680	42	03.02.1907	0355-2047
Otto Kotilainen	201689	47	03.02.1907	0355-2047
Mar Sfctierin	201692	48	03.02.1907	0355-2047
Otto Storlioiirn	201730	54	03.02.1907	0355-2047
Ernst Stampen	201740	56	03.02.1907	0355-2047
Kaarlo Hammar-Terhi	201759	59	03.02.1907	0355-2047
Leonid Slnbrejero	201761	59	03.02.1907	0355-2047
Volter Kilpi	201773	60	03.02.1907	0355-2047
Werner ToiuPartin	201780	62	03.02.1907	0355-2047
Dmitri Iwanowitsh	201873	110	03.02.1907	0355-2047
Karoliina Peifomffijn	201914	19	03.02.1907	0355-2047
Karl Enckell	201960	53	03.02.1907	0355-2047
A. Ritala	202095	107	03.02.1907	0355-2047
Sl Lilius	202117	120	03.02.1907	0355-2047
I. Blom	202121	123	03.02.1907	0355-2047
O. Sucanbcrin	202122	123	03.02.1907	0355-2047
A Vie-	202123	123	03.02.1907	0355-2047
Wäinö Axelson	202142	138	03.02.1907	0355-2047
Paavo Sivonen	202274	21	03.02.1907	0355-2047
Gustaf Gröndahlin	202330	51	03.02.1907	0355-2047
Johan Ludvig Runeberg	202383	74	03.02.1907	0355-2047
Eliel West	202384	74	03.02.1907	0355-2047
Johan Ludv	202397	78	03.02.1907	0355-2047
John Svanljung	202507	140	03.02.1907	0355-2047
Alfred Vtnlniin	202529	157	03.02.1907	0355-2047
Antti Tikkanen	202602	195	03.02.1907	0355-2047
Eetu Siikaniemi	202843	45	03.02.1907	0355-2047
Le Ikoraditoria	202871	64	03.02.1907	0355-2047
Fredrik Andersson	202919	98	03.02.1907	0355-2047
Heikki Lähde	202928	103	03.02.1907	0355-2047
Hjalmar Suominen	202931	104	03.02.1907	0355-2047
KAARLO UHDBERG'in	202954	124	03.02.1907	0355-2047
HELGE HARTMAN	203048	43	03.02.1907	0355-2047
Alfred Holmström	203053	45	03.02.1907	0355-2047
Otto Tanner	203070	51	03.02.1907	0355-2047
Fritz Wiik	203071	51	03.02.1907	0355-2047
JOHANNES BHOFEE3T	203072	52	03.02.1907	0355-2047
WILHELM BOTHEfi	203078	52	03.02.1907	0355-2047
Sakari Castren	203096	58	03.02.1907	0355-2047
Hilda Pihlajamäki	203719	19	03.02.1907	0355-2047
I. S-'cimiöfä	203719	19	03.02.1907	0355-2047
C. Aarnio	203837	109	03.02.1907	0355-2047
C. WuStafSlon	203837	109	03.02.1907	0355-2047
H. BeniH	203846	112	03.02.1907	0355-2047
Anna Autoneit	203852	117	03.02.1907	0355-2047
Vintti Scfoabetoita	203862	120	03.02.1907	0355-2047
Sulo Teittinen	203862	120	03.02.1907	0355-2047
Otto Korhonen	203862	120	03.02.1907	0355-2047
August Koitoimi	203862	120	03.02.1907	0355-2047
Hjalmar öuStafsfon	203862	120	03.02.1907	0355-2047
Tuomas Muttilainen	203862	120	03.02.1907	0355-2047
Sintti Möncn	203862	120	03.02.1907	0355-2047
Walter Koponen	203863	120	03.02.1907	0355-2047
Oskar Pärnänen	203863	120	03.02.1907	0355-2047
Kalle Asikainen	203886	129	03.02.1907	0355-2047
Mafafiaä Sttitb	203893	131	03.02.1907	0355-2047
Hellberg Toijala	203899	134	03.02.1907	0355-2047
Ac-tala Urjala	203900	134	03.02.1907	0355-2047
Eino Leino	203901	134	03.02.1907	0355-2047
Selim Palmgren	203952	153	03.02.1907	0355-2047
Selim Palmgren	203963	156	03.02.1907	0355-2047
Aarne Haajanen	203988	164	03.02.1907	0355-2047
Toini Topelius	204003	3	03.02.1907	0355-2047
Inga Heine	204003	3	03.02.1907	0355-2047
Ingeborg Storia	204005	3	03.02.1907	0355-2047
Helena Meller	204006	3	03.02.1907	0355-2047
C. Meehelin	204011	5	03.02.1907	0355-2047
I. Koro	204015	6	03.02.1907	0355-2047
Oskar Pettersson	204061	28	03.02.1907	0355-2047
Ä. Vräfcb	204061	28	03.02.1907	0355-2047
Emil Perttilä	204061	28	03.02.1907	0355-2047
Elis iSiörocarcn	204062	28	03.02.1907	0355-2047
Maria Sillanpää	204062	28	03.02.1907	0355-2047
Ä. Stalin	204207	126	03.02.1907	0355-2047
Fredrik Timring	204413	255	03.02.1907	0355-2047
Aksel Alanderin	204481	27	03.02.1907	0355-2047
Yrjö Weil	204499	37	03.02.1907	0355-2047
JUHO LALLUKKA	204514	48	03.02.1907	0355-2047
Gustaf Gröndahlin	204541	71	03.02.1907	0355-2047
OSKAR LUNTINEN	204610	111	03.02.1907	0355-2047
Herman Masalinin	204666	149	03.02.1907	0355-2047
Maria Kaspersson	204732	33	05.02.1907	0355-2047
Helmi Ponsi	204745	42	05.02.1907	0355-2047
Edla Österberg	204772	58	05.02.1907	0355-2047
GRAND PRIX	204845	117	05.02.1907	0355-2047
Heikki Lähde	204856	125	05.02.1907	0355-2047
August Ramsay	204896	153	05.02.1907	0355-2047
Hjalmar Ekholm	204898	155	05.02.1907	0355-2047
NIKLAS JÄRNEFELT	204931	179	05.02.1907	0355-2047
Aino BtippHBslle	204968	24	05.02.1907	0355-2047
Teodor Wichmann	204990	39	05.02.1907	0355-2047
Hildur Rosenström	204993	41	05.02.1907	0355-2047
Lucrezia Borg	205128	114	05.02.1907	0355-2047
Vivi Ruotsalainen	205273	208	05.02.1907	0355-2047
Gabrielle Laulu	205274	208	05.02.1907	0355-2047
Carl Anton	205281	214	05.02.1907	0355-2047
Anna Larsson	205282	215	05.02.1907	0355-2047
Kale- Ull	205351	250	05.02.1907	0355-2047
Georg Sergtrstrålen	205394	269	05.02.1907	0355-2047
Alfred HdiKtrli	205395	269	05.02.1907	0355-2047
Fritz Wiik	205413	279	05.02.1907	0355-2047
WILHELM ROTMEFI	205418	281	05.02.1907	0355-2047
Tito Manninen	205724	76	05.02.1907	0355-2047
Eino Leino	205724	76	05.02.1907	0355-2047
Armi Jannes	205725	76	05.02.1907	0355-2047
Alpo Noponen	205725	76	05.02.1907	0355-2047
Eino Leino	205733	79	05.02.1907	0355-2047
Alpo Noponen	205741	80	05.02.1907	0355-2047
Juhani Sition	205743	81	05.02.1907	0355-2047
Job Ludvig Runeberg	205807	116	05.02.1907	0355-2047
Paavo Cajander	205812	118	05.02.1907	0355-2047
Arvi Jännes	205812	118	05.02.1907	0355-2047
Juhani Aho	205812	118	05.02.1907	0355-2047
A. Luoma	205832	5	05.02.1907	0355-2047
Irjö Mcmppaifcn	205841	12	05.02.1907	0355-2047
Gösta Arrhenius	205847	15	05.02.1907	0355-2047
Samppa Eskola Piippola	205858	21	05.02.1907	0355-2047
Miina Sillanpää	205869	27	05.02.1907	0355-2047
Jonas Eoftren	205871	28	05.02.1907	0355-2047
Kyösti Kallio	205871	28	05.02.1907	0355-2047
Hoilto OulnSta	205873	29	05.02.1907	0355-2047
Jonas Castren	205878	31	05.02.1907	0355-2047
Katri Tnori	205899	36	05.02.1907	0355-2047
Sakari Kauranen	205900	37	05.02.1907	0355-2047
Lauri Keränen	205901	37	05.02.1907	0355-2047
Juho Eero	205905	40	05.02.1907	0355-2047
Ulrik Taiustcn	205914	43	05.02.1907	0355-2047
Niilo Sintonen	205915	43	05.02.1907	0355-2047
I. Niiyryneu	205927	45	05.02.1907	0355-2047
I. Punken	205930	46	05.02.1907	0355-2047
Emil Lehto	205939	49	05.02.1907	0355-2047
Tuomas Pohjapalo	205942	50	05.02.1907	0355-2047
Juho Torppa	205943	50	05.02.1907	0355-2047
Juho Hekkala Himanka	205945	50	05.02.1907	0355-2047
Östor Runni	205949	52	05.02.1907	0355-2047
Juho Nuotio	205953	55	05.02.1907	0355-2047
Matti Raji	205958	56	05.02.1907	0355-2047
Kaarle Mänty	205959	56	05.02.1907	0355-2047
Miffo Ruppoitcn	205978	62	05.02.1907	0355-2047
Emmy Lindberg	205990	66	05.02.1907	0355-2047
Jalmari Jäntti	205994	67	05.02.1907	0355-2047
Eero Erkko	206000	68	05.02.1907	0355-2047
Eero Erkko	206004	69	05.02.1907	0355-2047
Eero Erno	206007	71	05.02.1907	0355-2047
Maikki Friberg	206007	71	05.02.1907	0355-2047
Wilho Hedlund	206009	72	05.02.1907	0355-2047
I. Silsmost	206019	74	05.02.1907	0355-2047
Mailli Frihcrg	206019	74	05.02.1907	0355-2047
Hngo SBtntet	206099	138	05.02.1907	0355-2047
Oskar Fclir	206102	139	05.02.1907	0355-2047
Kristina Winter	206115	140	05.02.1907	0355-2047
I. Bilis	206157	5	05.02.1907	0355-2047
Lennart Cajander	206183	15	05.02.1907	0355-2047
Julius Patti	206235	32	05.02.1907	0355-2047
Eero Pakarinen	206236	33	05.02.1907	0355-2047
Frans CSfar Johansson	206237	33	05.02.1907	0355-2047
Ia Ijcttfua	206295	60	05.02.1907	0355-2047
Holger Petersen	206300	63	05.02.1907	0355-2047
Sione Norogren	206301	64	05.02.1907	0355-2047
John Lomie	206331	74	05.02.1907	0355-2047
Fredrik Svuren	206374	99	05.02.1907	0355-2047
George Washington	206374	99	05.02.1907	0355-2047
Abraham Lincolnista	206375	99	05.02.1907	0355-2047
Ella Kanniainen	206418	124	05.02.1907	0355-2047
August Sirkkeli	206426	125	05.02.1907	0355-2047
Mikko Koukku	206436	126	05.02.1907	0355-2047
Jooseppi Kotilo	206436	126	05.02.1907	0355-2047
Mikko NoSsi	206461	10	05.02.1907	0355-2047
Kaarlo Skofclöt	206461	10	05.02.1907	0355-2047
Heikki Manni	206475	16	05.02.1907	0355-2047
A. Fräntti	206528	32	05.02.1907	0355-2047
Ä. Fränti	206531	34	05.02.1907	0355-2047
Dmitri Iroanoroitsh	206620	67	05.02.1907	0355-2047
Eero E	206727	3	05.02.1907	0355-2047
Edward Pariisi	206789	21	05.02.1907	0355-2047
Ä. Sandström	206911	59	05.02.1907	0355-2047
Samuel Rainio	206922	65	05.02.1907	0355-2047
Kaarlo Luoto	206937	74	05.02.1907	0355-2047
Santeri Lehtonen	206946	80	05.02.1907	0355-2047
Waldemar von Vonsdorft	207000	105	05.02.1907	0355-2047
Einar 'iiPööf	207000	105	05.02.1907	0355-2047
Ewa Maria	207024	116	05.02.1907	0355-2047
Gustaf Niklander	207050	124	05.02.1907	0355-2047
Axel Tollander	207061	7	05.02.1907	0355-2047
Fredrik Timring	207091	24	05.02.1907	0355-2047
Paavo Sivonen	207107	31	05.02.1907	0355-2047
Alexis Gripen	207112	36	05.02.1907	0355-2047
Georg Estlander	207112	36	05.02.1907	0355-2047
Niklas Järnefelt	207169	79	05.02.1907	0355-2047
Emil Uotinen	207228	123	05.02.1907	0355-2047
Pojat Fabianink	207251	134	05.02.1907	0355-2047
Niklas Järnefelt	207291	159	05.02.1907	0355-2047
Emil Orädd	207314	171	05.02.1907	0355-2047
Theodor V	207318	173	05.02.1907	0355-2047
Emil Orädd	207322	174	05.02.1907	0355-2047
Mandi Nieminen	207359	196	05.02.1907	0355-2047
ARNO REUTER	207374	202	05.02.1907	0355-2047
Alfred Roina	207385	207	05.02.1907	0355-2047
Liikemiehet Huom	207454	243	05.02.1907	0355-2047
Sovers Nuormaa	207542	9	06.02.1907	0355-2047
Ruben Rich	207566	27	06.02.1907	0355-2047
Uno Boijer	207637	76	06.02.1907	0355-2047
Otto HyyryUUnenT	207677	109	06.02.1907	0355-2047
Artur Alli	207700	128	06.02.1907	0355-2047
Martin Steni	207779	14	06.02.1907	0355-2047
Rönnholnrilla Lulevardink	207856	67	06.02.1907	0355-2047
Ida Anibcrg-Uexkuli-Gyllcnband'in	207883	87	06.02.1907	0355-2047
Lucrezia Borg	207884	88	06.02.1907	0355-2047
Sakari Castrés	207910	105	06.02.1907	0355-2047
ANTTI MIKKOLA	207984	142	06.02.1907	0355-2047
Fritz Wiik	207997	149	06.02.1907	0355-2047
EahL KMPjaiink	208050	159	06.02.1907	0355-2047
Otto Kotilainen	208277	247	06.02.1907	0355-2047
Dagmar Åkerman	208283	253	06.02.1907	0355-2047
Gabrielle Laulu	208313	275	06.02.1907	0355-2047
Carl Anton	208322	283	06.02.1907	0355-2047
Anna Larsson	208323	284	06.02.1907	0355-2047
Fernanda Soretta	208323	284	06.02.1907	0355-2047
Don Stwntjiit	208377	30	06.02.1907	0355-2047
Edward Piironen	208397	44	06.02.1907	0355-2047
Ina Rosqwiit	208428	61	06.02.1907	0355-2047
Naema Ericson	208428	61	06.02.1907	0355-2047
Anna Wilander	208429	61	06.02.1907	0355-2047
Elisabet Packman	208429	61	06.02.1907	0355-2047
Martha Bränder	208429	61	06.02.1907	0355-2047
Väinö Anoströmille	208438	66	06.02.1907	0355-2047
Nahl Niipuriiu	208446	69	06.02.1907	0355-2047
Sakari Topelius	208452	73	06.02.1907	0355-2047
C. Adelstöldin	208452	73	06.02.1907	0355-2047
I. Ahrenbeig	208453	73	06.02.1907	0355-2047
Eliel Saarinen	208465	81	06.02.1907	0355-2047
Vero Järnefelt	208470	83	06.02.1907	0355-2047
Sobert Ti-aerstedtin	208470	83	06.02.1907	0355-2047
Aino Keinäue	208474	85	06.02.1907	0355-2047
Emma Taltzman	208476	86	06.02.1907	0355-2047
Hugo Mäklin	208480	87	06.02.1907	0355-2047
Ragnar Holmciutsen	208504	101	06.02.1907	0355-2047
C. Glonndslioem	208533	111	06.02.1907	0355-2047
Maikki Nuopftila	208534	111	06.02.1907	0355-2047
Jelena 215cfteattcTrf	208537	112	06.02.1907	0355-2047
Wieno Seweri	208603	10	06.02.1907	0355-2047
Leo Ka	208607	11	06.02.1907	0355-2047
Niilo Helander	208682	35	06.02.1907	0355-2047
H. Hertzberg	208682	35	06.02.1907	0355-2047
Eliel Aspelin-L>aaplnlä	208699	46	06.02.1907	0355-2047
Jonas Castren	208712	54	06.02.1907	0355-2047
Ignatius waZtasiwat	208713	54	06.02.1907	0355-2047
H. Renwall	208713	54	06.02.1907	0355-2047
Selma Wendelin	208714	55	06.02.1907	0355-2047
Enni Joutsenlinna	208714	55	06.02.1907	0355-2047
I. Vieander	208885	26	06.02.1907	0355-2047
W. Thonicn	208906	30	06.02.1907	0355-2047
W. Thome	208907	31	06.02.1907	0355-2047
O. Tarja	208908	31	06.02.1907	0355-2047
Juho Kaskinen	208913	33	06.02.1907	0355-2047
Antti Mikkola	208913	33	06.02.1907	0355-2047
Arwo Wallin	208914	33	06.02.1907	0355-2047
Antti Mikkola Turunen	208916	34	06.02.1907	0355-2047
Kustaa Rekola	208916	34	06.02.1907	0355-2047
Antti Mikkola	208920	35	06.02.1907	0355-2047
Valma Lindholm	208920	35	06.02.1907	0355-2047
Kustaa Koiwuncn	208921	35	06.02.1907	0355-2047
I. Relander	208934	38	06.02.1907	0355-2047
I. Relander	208939	40	06.02.1907	0355-2047
Ida Irjö-Koskiucn	208944	43	06.02.1907	0355-2047
Alfred Retulainen	208945	43	06.02.1907	0355-2047
Werner Vrritholtzin	208946	43	06.02.1907	0355-2047
W. Westerdahl	208950	47	06.02.1907	0355-2047
Tlli Gcnctzin	208951	48	06.02.1907	0355-2047
Julius Lindberg	208953	49	06.02.1907	0355-2047
H. Asikainen	208969	54	06.02.1907	0355-2047
Tyyne Wuo>°	208973	54	06.02.1907	0355-2047
H. Salokangas	208977	55	06.02.1907	0355-2047
Hugo Sim	209002	64	06.02.1907	0355-2047
KAARLE KNUUTINPOIKA	209006	66	06.02.1907	0355-2047
Albert Gebhard	209006	66	06.02.1907	0355-2047
KAARLE HERTTUA	209012	66	06.02.1907	0355-2047
KLAUS FLEMING	209012	66	06.02.1907	0355-2047
Albert Edeljelt	209012	66	06.02.1907	0355-2047
Albert Gebhard	209012	66	06.02.1907	0355-2047
PIETARI BRAHE	209020	68	06.02.1907	0355-2047
Lonv< H	209021	68	06.02.1907	0355-2047
Ida Aalberg	209034	78	06.02.1907	0355-2047
Ida Aalberg	209035	79	06.02.1907	0355-2047
Lucrezia Borg	209036	79	06.02.1907	0355-2047
Ida 'Aalberg	209036	79	06.02.1907	0355-2047
Juhani Aho	209037	79	06.02.1907	0355-2047
Ida Aalbergin	209038	80	06.02.1907	0355-2047
Lucrezia Borg	209040	81	06.02.1907	0355-2047
Ewert Suonio	209042	82	06.02.1907	0355-2047
Eero Kilpi	209043	83	06.02.1907	0355-2047
Jussi Snellman	209043	83	06.02.1907	0355-2047
Olga Salo	209043	83	06.02.1907	0355-2047
Hjalmar Procopelle	209050	86	06.02.1907	0355-2047
Arwid Hultin	209051	87	06.02.1907	0355-2047
Marie Bui	209068	92	06.02.1907	0355-2047
Otto Kotilainen	209101	12	06.02.1907	0355-2047
Otto Kotilainen	209102	12	06.02.1907	0355-2047
Eero Järnefelt	209110	16	06.02.1907	0355-2047
Hugo Simbcrgin	209113	17	06.02.1907	0355-2047
Jouni Pietari	209139	30	06.02.1907	0355-2047
Valerian Wasiliewitsli	209191	55	06.02.1907	0355-2047
Hugo Rippi	209341	113	06.02.1907	0355-2047
Erland SKrttinen	209351	116	06.02.1907	0355-2047
Elma lUintfäiicn	209353	116	06.02.1907	0355-2047
Väinö Tanlnianpää	209353	116	06.02.1907	0355-2047
Flora Fennican	209361	119	06.02.1907	0355-2047
Wilhelm Vtofa	209418	19	06.02.1907	0355-2047
Julio Prkanv	209426	24	06.02.1907	0355-2047
Aina von Schoultz	209470	45	06.02.1907	0355-2047
Uno Boijer-Spoof	209564	107	06.02.1907	0355-2047
Axel Tollander	209571	111	06.02.1907	0355-2047
Henry Kerkelä	209585	122	06.02.1907	0355-2047
Alexis Gripenberg	209632	153	06.02.1907	0355-2047
Georg Estlander	209633	153	06.02.1907	0355-2047
Pojat Fabianink	209679	179	06.02.1907	0355-2047
Kai Hki	209772	22	06.02.1907	0355-2047
Bruno Juselius	209842	73	06.02.1907	0355-2047
Aksel Alanderin	209911	128	06.02.1907	0355-2047
Aksel Alanderin	209920	132	06.02.1907	0355-2047
Theodor Löf>	209945	139	06.02.1907	0355-2047
Emil Orädd	209948	141	06.02.1907	0355-2047
Emil Orädd	209952	143	06.02.1907	0355-2047
Hanna Heikkinen Petter Surakka	210033	21	07.02.1907	0355-2047
Allan Serlachius	210039	27	07.02.1907	0355-2047
Otto Hyyry	210039	27	07.02.1907	0355-2047
Uno Boijer	210062	38	07.02.1907	0355-2047
A. Hackman	210122	74	07.02.1907	0355-2047
Maikki Friberg	210132	80	07.02.1907	0355-2047
Victor Efc	210187	110	07.02.1907	0355-2047
Heikki Lähde	210213	129	07.02.1907	0355-2047
Bertha Corander	210249	155	07.02.1907	0355-2047
Aksel Aianderips	210251	157	07.02.1907	0355-2047
Gösta Oldenburg	210276	173	07.02.1907	0355-2047
SAKARI CASTREN	210309	3	07.02.1907	0355-2047
Victor Ek	210386	52	07.02.1907	0355-2047
Ida Aalberg-Uexkull-Gyllendi	210396	57	07.02.1907	0355-2047
Lucrezia Borg	210397	58	07.02.1907	0355-2047
Juhani Aho	210401	58	07.02.1907	0355-2047
Otto Kotilainen	210408	62	07.02.1907	0355-2047
Anton Sitt	210423	72	07.02.1907	0355-2047
Carl Anton	210479	109	07.02.1907	0355-2047
Anna Larsson	210479	109	07.02.1907	0355-2047
Juliette Lind	210491	117	07.02.1907	0355-2047
Vivi Ruotsalainen	210491	117	07.02.1907	0355-2047
Ernst E.	210539	141	07.02.1907	0355-2047
Knut Holio	210548	145	07.02.1907	0355-2047
JOHANNES BRCFELCT	210584	166	07.02.1907	0355-2047
Osku Hakuikä	210768	212	07.02.1907	0355-2047
Hannes Nejmelaeus	210899	13	07.02.1907	0355-2047
Elia Bonsdorff	210909	16	07.02.1907	0355-2047
Julian Serlachius	210916	20	07.02.1907	0355-2047
A. Nauanheimo	210923	24	07.02.1907	0355-2047
A. Nauanheimo	210925	25	07.02.1907	0355-2047
Maria Laine	210926	26	07.02.1907	0355-2047
A. Rctnlainrn	210927	27	07.02.1907	0355-2047
Kaarlo Kontu	210938	34	07.02.1907	0355-2047
A. Th	210945	38	07.02.1907	0355-2047
Hugo Tahl	210959	47	07.02.1907	0355-2047
Hanna Nyberg	210965	51	07.02.1907	0355-2047
Werner Andelin	210979	59	07.02.1907	0355-2047
Antti Kimiranta	210987	60	07.02.1907	0355-2047
Johan Albert	210997	61	07.02.1907	0355-2047
Juhani Roos	211003	62	07.02.1907	0355-2047
A. Gust	211012	63	07.02.1907	0355-2047
Mikko Rossi	211037	69	07.02.1907	0355-2047
Tilda Lathman	211037	69	07.02.1907	0355-2047
Kaarlo Brofeldt	211037	69	07.02.1907	0355-2047
Matti Pesonen	211048	74	07.02.1907	0355-2047
Juho Snellman	211049	74	07.02.1907	0355-2047
Samuel Heiskanen	211050	74	07.02.1907	0355-2047
Aaro Väänänen	211051	74	07.02.1907	0355-2047
Juho Ko	211052	75	07.02.1907	0355-2047
Juho Snellman	211056	77	07.02.1907	0355-2047
Kaarlo Brofeldt	211057	77	07.02.1907	0355-2047
Alli Nissinen	211058	77	07.02.1907	0355-2047
Artturi H. Virkkunen	211065	82	07.02.1907	0355-2047
Johannes Hannuksela	211066	82	07.02.1907	0355-2047
Juho Gannuksela	211072	85	07.02.1907	0355-2047
Juho Konttinen	211072	85	07.02.1907	0355-2047
Mandi Airaksinen	211073	85	07.02.1907	0355-2047
Pekka Pennanen	211084	92	07.02.1907	0355-2047
Pekka Leppänen	211084	92	07.02.1907	0355-2047
Edward Olla	211087	93	07.02.1907	0355-2047
A. Saloheimo	211091	95	07.02.1907	0355-2047
Pekka Pennanen	211096	98	07.02.1907	0355-2047
A. Mobera	211097	98	07.02.1907	0355-2047
U. Eskelinen	211099	99	07.02.1907	0355-2047
Erkki Ikomn	211106	103	07.02.1907	0355-2047
August Tanttu	211112	104	07.02.1907	0355-2047
Juho Riipinen	211113	104	07.02.1907	0355-2047
Hiskias Myntti	211116	104	07.02.1907	0355-2047
Hiskias Kiijalainen	211122	106	07.02.1907	0355-2047
Akseli Viinikainen	211124	106	07.02.1907	0355-2047
Taneli Nykänen	211127	107	07.02.1907	0355-2047
Hugo Rautapää	211128	107	07.02.1907	0355-2047
August Eronen	211128	107	07.02.1907	0355-2047
Ewa Nääsilä	211129	107	07.02.1907	0355-2047
Justus Ripatti	211133	108	07.02.1907	0355-2047
Juho Lepistö	211134	108	07.02.1907	0355-2047
Kustaa Puukko	211136	108	07.02.1907	0355-2047
Philip Suuronen	211140	109	07.02.1907	0355-2047
Robert Ruohtula	211142	109	07.02.1907	0355-2047
Waldemar Karhumäki	211144	109	07.02.1907	0355-2047
Oskari Hänninen	211147	110	07.02.1907	0355-2047
Kalle Pakarinen	211149	110	07.02.1907	0355-2047
Mikael Johnsson	211154	111	07.02.1907	0355-2047
Juho Lepistö	211154	111	07.02.1907	0355-2047
Robert Ruohtula	211155	111	07.02.1907	0355-2047
Fredrik Henrik Pohjaheimo	211156	111	07.02.1907	0355-2047
August Eronen	211161	112	07.02.1907	0355-2047
Hugo Naulapää	211162	112	07.02.1907	0355-2047
