name	sentence_id	paragraph_id	text_issue_date	text_publ_id
Ristilä Ilmajoki	147672	133	13.01.1907	0355-2047
Heino Turunen	147673	133	13.01.1907	0355-2047
Aulcn Espoo	147675	134	13.01.1907	0355-2047
Winbcra Tyrwiiältä	147676	135	13.01.1907	0355-2047
Hämäläinen Turunen	147680	138	13.01.1907	0355-2047
Tatvolaincn Nurmctsesta	147680	138	13.01.1907	0355-2047
Hietawuori Padasjoki	147681	139	13.01.1907	0355-2047
Äoilcuncn Lahti	147682	139	13.01.1907	0355-2047
Pietilä Surust-i	147689	143	13.01.1907	0355-2047
Mawila Mouhijärweltä	147689	143	13.01.1907	0355-2047
Saarelainen Pöytyä	147690	143	13.01.1907	0355-2047
Suommoaara Xt	147691	144	13.01.1907	0355-2047
Fredriksson Xammifo-ircc-ta	147691	144	13.01.1907	0355-2047
Aalto Lopclta	147692	145	13.01.1907	0355-2047
Alexis Gripenberg	147698	149	13.01.1907	0355-2047
Georg Estlander	147699	149	13.01.1907	0355-2047
Gustava Wilhelmina	147702	152	13.01.1907	0355-2047
Erika Lovisa Forsgrenille	147703	152	13.01.1907	0355-2047
Wilhelmina Lampénille	147704	152	13.01.1907	0355-2047
Johanna Constance	147704	152	13.01.1907	0355-2047
Maria Helena Sohlmanille	147704	152	13.01.1907	0355-2047
Alexis Gripenberg	147707	153	13.01.1907	0355-2047
Georg Est	147708	153	13.01.1907	0355-2047
EINAR BÖÖK	147808	211	13.01.1907	0355-2047
Fredrik Thuring	147848	5	13.01.1907	0355-2047
Karl Forsström	147949	69	13.01.1907	0355-2047
Kaarlo Borg	148027	125	13.01.1907	0355-2047
Alfred Roina	148083	151	13.01.1907	0355-2047
Oskar Zetterblom	148097	158	13.01.1907	0355-2047
Severi NuOPma	148336	2	13.01.1907	0355-2047
Heikki Lähde	148357	12	13.01.1907	0355-2047
Aatu Karhula	148422	65	13.01.1907	0355-2047
Herman Lindell	148453	86	13.01.1907	0355-2047
Aksel Alanderin	148487	114	13.01.1907	0355-2047
Per^mistoiuilstoonl Aleksanterinkatu	148506	128	13.01.1907	0355-2047
H. Strand	148512	133	13.01.1907	0355-2047
Armas Järnefelt	148521	138	13.01.1907	0355-2047
Sakari Castren	148532	147	13.01.1907	0355-2047
Hjalmar Suominen	148535	149	13.01.1907	0355-2047
HELGE HARTHAN	148594	176	13.01.1907	0355-2047
Alfred Holmström	148599	177	13.01.1907	0355-2047
Karl Erikson	148607	179	13.01.1907	0355-2047
Erik Erofca	148729	12	13.01.1907	0355-2047
Helena Sirkln	148768	21	13.01.1907	0355-2047
IA Konttori	148794	27	13.01.1907	0355-2047
Tim TySTlea-TapatumuiTakiirtM	148797	28	13.01.1907	0355-2047
Leo JÖflKrnjcnt	149025	148	13.01.1907	0355-2047
Ali Mirza	149058	169	13.01.1907	0355-2047
Wäinö Non	149101	19	13.01.1907	0355-2047
Wiljakainen UXllitfijayhdistystrn	149141	30	13.01.1907	0355-2047
Elli Pesonen	149142	30	13.01.1907	0355-2047
Aina Meurman	149150	31	13.01.1907	0355-2047
Juhani Aho	149180	41	13.01.1907	0355-2047
Juhani Aho	149182	43	13.01.1907	0355-2047
Juhani Aho	149189	46	13.01.1907	0355-2047
Holger Dvachmanin	149210	53	13.01.1907	0355-2047
Juhani Aho	149215	56	13.01.1907	0355-2047
Henrik Ahlfoergin	149317	26	13.01.1907	0355-2047
JUHO LALLUKKA	149338	42	13.01.1907	0355-2047
Karl Forsström	149374	69	13.01.1907	0355-2047
Aksel Meri	149473	133	13.01.1907	0355-2047
J. Ingman	149553	184	13.01.1907	0355-2047
Jan Turunen	149613	227	13.01.1907	0355-2047
Elma Saoölma	149732	24	15.01.1907	0355-2047
Matti Sippola	149736	26	15.01.1907	0355-2047
Emil Kuggas	149804	83	15.01.1907	0355-2047
Valter Granfelt	149821	99	15.01.1907	0355-2047
Aatu Karhula	149833	107	15.01.1907	0355-2047
Otto Hyyry	149843	112	15.01.1907	0355-2047
NIKLAS JÄRNEFELT	149844	113	15.01.1907	0355-2047
Sakari Castrenille	149870	133	15.01.1907	0355-2047
Johannes Öhqvist	149890	147	15.01.1907	0355-2047
Albert Nyberg	149907	158	15.01.1907	0355-2047
SAKARI CASTREN	149926	3	15.01.1907	0355-2047
Helge Hartman	149933	9	15.01.1907	0355-2047
Le von	149936	11	15.01.1907	0355-2047
Agda Blom	149939	14	15.01.1907	0355-2047
Hildur Rosenström	149959	29	15.01.1907	0355-2047
Heikki Lähde	149990	54	15.01.1907	0355-2047
Friberg Maantieto	150005	63	15.01.1907	0355-2047
S Alanrse	150007	63	15.01.1907	0355-2047
John Edelmann	150023	73	15.01.1907	0355-2047
Oskar Hakuikä	150057	94	15.01.1907	0355-2047
Aleksis Kivi	150136	149	15.01.1907	0355-2047
Hemmo Kallio	150136	149	15.01.1907	0355-2047
Oskar Merikanto	150145	154	15.01.1907	0355-2047
Anton Sitt	150151	160	15.01.1907	0355-2047
Leo Funtek	150151	160	15.01.1907	0355-2047
Oskar Merikanto	150155	163	15.01.1907	0355-2047
Maikki Järnefelt	150171	175	15.01.1907	0355-2047
Armas Järnefelt	150171	175	15.01.1907	0355-2047
Selim Palmgren	150171	175	15.01.1907	0355-2047
Carl Anton	150191	184	15.01.1907	0355-2047
RL Pauli	150193	184	15.01.1907	0355-2047
Evelene Lola	150195	184	15.01.1907	0355-2047
Aksel Castren	150246	216	15.01.1907	0355-2047
Sakari Castren	150248	216	15.01.1907	0355-2047
Arvid Bourander	150252	217	15.01.1907	0355-2047
Vilho Selinielmo	150264	217	15.01.1907	0355-2047
ANTTI MIKKOLA	150322	14	15.01.1907	0355-2047
Clas von Collan	150679	172	15.01.1907	0355-2047
Eero oiFt'it	150701	185	15.01.1907	0355-2047
Albert af Forselles	150735	13	15.01.1907	0355-2047
Väinö Voionmaa	150748	18	15.01.1907	0355-2047
Karl S	150756	23	15.01.1907	0355-2047
O. Naiv	150794	41	15.01.1907	0355-2047
Ira C. Merikanto	150797	42	15.01.1907	0355-2047
Ärel Lille	150811	49	15.01.1907	0355-2047
John Hedberg	150813	50	15.01.1907	0355-2047
Konrad Forthado	150873	65	15.01.1907	0355-2047
Anni von	150875	65	15.01.1907	0355-2047
Maria Laine	150899	71	15.01.1907	0355-2047
Maria Sainc	150902	71	15.01.1907	0355-2047
Walter Kärna	150907	74	15.01.1907	0355-2047
Suometar jatEaa	150914	78	15.01.1907	0355-2047
Aino Putkonen	150943	86	15.01.1907	0355-2047
Wasilij Pletschikon	150944	86	15.01.1907	0355-2047
Amalia Gus	150950	88	15.01.1907	0355-2047
Heikki Klemetti	150991	13	15.01.1907	0355-2047
John Hellmor	150995	16	15.01.1907	0355-2047
Hilda Casieflrcn	150995	16	15.01.1907	0355-2047
Otto Sten	151013	22	15.01.1907	0355-2047
Pekka Jtlimamaarrt	151017	25	15.01.1907	0355-2047
Aura Silojär	151031	36	15.01.1907	0355-2047
Antti Mikkola	151060	53	15.01.1907	0355-2047
Maiju Wucrifalo	151069	58	15.01.1907	0355-2047
A. Okko	151075	64	15.01.1907	0355-2047
Ä. Gol	151097	74	15.01.1907	0355-2047
Alma Fc>rst	151099	75	15.01.1907	0355-2047
SL Qsrotcnfeltia	151100	75	15.01.1907	0355-2047
Juho Snellman	151116	77	15.01.1907	0355-2047
Alli Nissinen	151122	77	15.01.1907	0355-2047
Alli Nissinen	151123	77	15.01.1907	0355-2047
Juho Snellman	151124	78	15.01.1907	0355-2047
Tilda Löthman	151128	79	15.01.1907	0355-2047
Ukko Andersin	151130	79	15.01.1907	0355-2047
Juho Snellman	151131	80	15.01.1907	0355-2047
Juho Turunen	151134	80	15.01.1907	0355-2047
Juho Laitinen	151135	81	15.01.1907	0355-2047
Juho Snellman	151136	81	15.01.1907	0355-2047
H. Ti	151143	85	15.01.1907	0355-2047
Mathilda von	151144	85	15.01.1907	0355-2047
Alma Forsten	151149	86	15.01.1907	0355-2047
H. Meriläinen	151154	89	15.01.1907	0355-2047
I. SBä^nen	151154	89	15.01.1907	0355-2047
Arwid NeowiuZ	151158	90	15.01.1907	0355-2047
Helene Westcrmark	151158	90	15.01.1907	0355-2047
Gösta Björken-	151158	90	15.01.1907	0355-2047
Leo GfnmrooH	151158	90	15.01.1907	0355-2047
H. Soljlbcrg	151158	90	15.01.1907	0355-2047
Kalle Lohi	151175	96	15.01.1907	0355-2047
U. Hillman	151197	103	15.01.1907	0355-2047
Thure Ncaeliukscn	151204	107	15.01.1907	0355-2047
Niilo Helanderin	151211	111	15.01.1907	0355-2047
Olli Gcnetz	151222	118	15.01.1907	0355-2047
Malsimililln Spare	151222	118	15.01.1907	0355-2047
I. Kai'	151223	119	15.01.1907	0355-2047
Arthur H	151225	120	15.01.1907	0355-2047
Albin Lundberg	151228	122	15.01.1907	0355-2047
Stjc Möller	151231	122	15.01.1907	0355-2047
Aleksis Kiwestä	151235	123	15.01.1907	0355-2047
Hjalmar Kordelin Rauma	151248	130	15.01.1907	0355-2047
I. Holmström	151264	140	15.01.1907	0355-2047
W. Ei'	151273	142	15.01.1907	0355-2047
August Armfelt	151273	142	15.01.1907	0355-2047
I. Ncjelofsia	151282	145	15.01.1907	0355-2047
Ida Aalbeiss	151334	18	15.01.1907	0355-2047
Ludvig Roine	151622	9	15.01.1907	0355-2047
T Ärconwals	151776	79	15.01.1907	0355-2047
Zachris Topel:us	151806	93	15.01.1907	0355-2047
Nrwid Sllndqwistin	151828	98	15.01.1907	0355-2047
I. Salcnius	151846	107	15.01.1907	0355-2047
G. Johansson	151866	111	15.01.1907	0355-2047
Aini Ncwanderille	151888	124	15.01.1907	0355-2047
Alexis Gripenberg	151952	163	15.01.1907	0355-2047
Georg Estlander	151953	163	15.01.1907	0355-2047
Gustava Wilhelmina	151956	166	15.01.1907	0355-2047
Erika Lovisa Forsgrenille	151956	166	15.01.1907	0355-2047
Wilhelmina I<amp	151957	166	15.01.1907	0355-2047
Wilhelmina LundcLille	151958	166	15.01.1907	0355-2047
Johanna Constance Nemlanderille	151958	166	15.01.1907	0355-2047
Lovisa Pietilälle	151958	166	15.01.1907	0355-2047
Maria Helena	151958	166	15.01.1907	0355-2047
Klara Erika Vikström	151958	166	15.01.1907	0355-2047
Alexis Gripenberg	151961	167	15.01.1907	0355-2047
Georg Estlander	151962	167	15.01.1907	0355-2047
Sulo Teräsvuorö	152032	33	15.01.1907	0355-2047
Fredrik Thuring	152080	69	15.01.1907	0355-2047
Karl Forsström	152173	110	15.01.1907	0355-2047
Alfred Roina	152251	160	15.01.1907	0355-2047
UtiOT Nuori	152324	200	15.01.1907	0355-2047
Yrjö Jahnsson	152400	250	15.01.1907	0355-2047
Hedvig Maria	152455	22	16.01.1907	0355-2047
Ernst William Lundström	152505	59	16.01.1907	0355-2047
Karolina Lind	152508	61	16.01.1907	0355-2047
Herman Lihr	152513	65	16.01.1907	0355-2047
Otto Hyyry	152533	78	16.01.1907	0355-2047
August Ramsay	152549	91	16.01.1907	0355-2047
Valter Granfelt	152588	119	16.01.1907	0355-2047
Emil Nordlund	152594	124	16.01.1907	0355-2047
Lotten Sundberg	152646	164	16.01.1907	0355-2047
Karin Jernström	152649	165	16.01.1907	0355-2047
Hjalmar Suominen	152656	169	16.01.1907	0355-2047
O. It	152669	178	16.01.1907	0355-2047
Adolf PauL	152726	36	16.01.1907	0355-2047
Oskar Merikanto	152736	46	16.01.1907	0355-2047
Oskar Merikanto	152744	53	16.01.1907	0355-2047
Erna Deutlei	152770	71	16.01.1907	0355-2047
Carl Anton	152782	80	16.01.1907	0355-2047
Aksel Castren	152799	93	16.01.1907	0355-2047
Arvid Sourander	152807	97	16.01.1907	0355-2047
Knut Holm	152852	118	16.01.1907	0355-2047
HELGE HARTMAN	152863	124	16.01.1907	0355-2047
Alfred Holmström	152867	125	16.01.1907	0355-2047
Ellen Ahlqvfst	152902	149	16.01.1907	0355-2047
Axel Cedercreutz	152920	151	16.01.1907	0355-2047
Erik Krotu	153021	177	16.01.1907	0355-2047
Pehr Gaäd	153050	187	16.01.1907	0355-2047
Juho Lehto	153264	11	16.01.1907	0355-2047
Aukusti Hakaln	153265	11	16.01.1907	0355-2047
Juho Waro	153266	12	16.01.1907	0355-2047
Edla Sofia Löfgren	153298	27	16.01.1907	0355-2047
Maria Elisabet Leppänen	153301	29	16.01.1907	0355-2047
Wilhelmina Lindholm	153307	32	16.01.1907	0355-2047
Js- Nylanderin	153314	36	16.01.1907	0355-2047
Bea pöaoincS	153366	60	16.01.1907	0355-2047
Sofia Sfteinin	153433	93	16.01.1907	0355-2047
Naitti Friberaiu	153435	93	16.01.1907	0355-2047
Maikki Jvribcro	153436	93	16.01.1907	0355-2047
Ilmari Calamnius- Kianto	153460	106	16.01.1907	0355-2047
Verner Söder-	153461	106	16.01.1907	0355-2047
Hilla vanhempi	153472	110	16.01.1907	0355-2047
G. Paulig	153488	116	16.01.1907	0355-2047
Isak Sofia	153559	30	16.01.1907	0355-2047
Roade Jivclin	153628	62	16.01.1907	0355-2047
Eero Järnefelt	153632	65	16.01.1907	0355-2047
Ellen Carlson	153671	84	16.01.1907	0355-2047
Cannes Älinarnt	153672	85	16.01.1907	0355-2047
Ingrid Ingman Turunen	153672	85	16.01.1907	0355-2047
Jan Kulielik	153687	90	16.01.1907	0355-2047
W. PoppiuZ	153779	127	16.01.1907	0355-2047
I. Paeta	153781	128	16.01.1907	0355-2047
Antti Hack-	153797	5	16.01.1907	0355-2047
Heikki Renwall	153798	6	16.01.1907	0355-2047
Antti Hack-3eII	153799	6	16.01.1907	0355-2047
H. Nenwall	153799	6	16.01.1907	0355-2047
Erkki Ikonen	153801	7	16.01.1907	0355-2047
Antti Hänninen	153813	11	16.01.1907	0355-2047
Tnyne Heinti	153826	16	16.01.1907	0355-2047
Aino Varma	153835	21	16.01.1907	0355-2047
I. Nisu'la	153849	25	16.01.1907	0355-2047
Harry Poin^>ell	153860	29	16.01.1907	0355-2047
Esteri Pcmocll	153861	29	16.01.1907	0355-2047
Tekla Hultin	153882	37	16.01.1907	0355-2047
I. Snellman	153900	42	16.01.1907	0355-2047
Isak Räsänen	153918	48	16.01.1907	0355-2047
Heikki Kauppinen	153919	48	16.01.1907	0355-2047
H. Kuscff	153946	53	16.01.1907	0355-2047
H. Voisman	153951	55	16.01.1907	0355-2047
Jaakko Pohjonen	153954	56	16.01.1907	0355-2047
Akseli Rahi	153963	59	16.01.1907	0355-2047
Aino Taimi	153994	74	16.01.1907	0355-2047
H. Nuutilainen	154002	78	16.01.1907	0355-2047
H. Sahlan	154002	78	16.01.1907	0355-2047
Gösta Grotenfelt	154008	81	16.01.1907	0355-2047
Kusti Autio	154012	82	16.01.1907	0355-2047
Erkki Perälä	154012	82	16.01.1907	0355-2047
Hemmo Kaltio	154028	86	16.01.1907	0355-2047
Bertha von	154032	88	16.01.1907	0355-2047
Alli Nissinen	154035	91	16.01.1907	0355-2047
Otto Koti	154048	96	16.01.1907	0355-2047
Yrjö Weil	154079	8	16.01.1907	0355-2047
O. Lindqvist	154336	113	16.01.1907	0355-2047
Ida Maria	154402	16	16.01.1907	0355-2047
Wäinö Härmälä	154410	20	16.01.1907	0355-2047
Pekka Karjalainen	154413	21	16.01.1907	0355-2047
I. Haclstedt	154418	23	16.01.1907	0355-2047
Amalia Forsellilia	154421	24	16.01.1907	0355-2047
Juho Stcittoall	154440	32	16.01.1907	0355-2047
Walter Ljungborg	154442	32	16.01.1907	0355-2047
Juho Lind-	154442	32	16.01.1907	0355-2047
Matti Läheniemen	154450	35	16.01.1907	0355-2047
Matti Niuktancn Räisälä	154453	37	16.01.1907	0355-2047
Brita Kaiarina	154456	38	16.01.1907	0355-2047
Gunnar Hjelt	154458	38	16.01.1907	0355-2047
A. Andström	154462	39	16.01.1907	0355-2047
Jonas Castren	154474	44	16.01.1907	0355-2047
Jonas Castrenille	154478	45	16.01.1907	0355-2047
Alexis Gripenberg	154599	111	16.01.1907	0355-2047
Georg Estlander	154600	111	16.01.1907	0355-2047
Erika Lovisa Forsgrenille	154606	116	16.01.1907	0355-2047
Sofia AVilhelmina	154606	116	16.01.1907	0355-2047
Johanna Constance	154607	116	16.01.1907	0355-2047
Helena Sohlmanilie	154607	116	16.01.1907	0355-2047
Klara Erika Vikström	154607	116	16.01.1907	0355-2047
Alexis Gripenberg	154611	117	16.01.1907	0355-2047
Georg Estlander	154612	117	16.01.1907	0355-2047
Niklas Järnefelt	154698	173	16.01.1907	0355-2047
Julio Myafyrla	154758	214	16.01.1907	0355-2047
Väinö Päiviö	154795	14	16.01.1907	0355-2047
Aksel Äianderin	154883	71	16.01.1907	0355-2047
Kustaa Väinö Lax	154981	140	16.01.1907	0355-2047
Kustaa Väinö Sala	154981	140	16.01.1907	0355-2047
Bernhard Jnsliu	155104	205	16.01.1907	0355-2047
Simo Penttilä	155104	205	16.01.1907	0355-2047
Valter Kronqvist	155208	12	17.01.1907	0355-2047
Maria Koikkalainen	155226	24	17.01.1907	0355-2047
Sofie Rein	155228	26	17.01.1907	0355-2047
Onni Laaksovirta	155234	30	17.01.1907	0355-2047
Katri Salome'n	155238	34	17.01.1907	0355-2047
Aira Inkeri'n	155241	37	17.01.1907	0355-2047
Ernst Zinck	155246	39	17.01.1907	0355-2047
Sanna Putkinen	155258	50	17.01.1907	0355-2047
Margareeta LOfgreo	155262	53	17.01.1907	0355-2047
Valerian Ileuriksson	155282	67	17.01.1907	0355-2047
Herman Lindell	155291	73	17.01.1907	0355-2047
Aksel Alanderin	155375	131	17.01.1907	0355-2047
Allan Serlachius	155393	143	17.01.1907	0355-2047
Otto Hyyry	155393	143	17.01.1907	0355-2047
William Tiilikainen	155410	154	17.01.1907	0355-2047
August Ramsay	155425	166	17.01.1907	0355-2047
Hjalmar Ekholm	155426	166	17.01.1907	0355-2047
SAKARI CASTREN	155429	1	17.01.1907	0355-2047
Pankinjohtaja Alfr	155434	6	17.01.1907	0355-2047
Gustaf Björkman	155440	10	17.01.1907	0355-2047
Victor Ek	155475	37	17.01.1907	0355-2047
Victor Ek	155594	124	17.01.1907	0355-2047
Aleksis Kivi	155603	129	17.01.1907	0355-2047
Hemmo Kai	155603	129	17.01.1907	0355-2047
Anton Sitt	155659	169	17.01.1907	0355-2047
Arthur VVeissman	155660	169	17.01.1907	0355-2047
Erna Ceii^i	155691	186	17.01.1907	0355-2047
Vilho SeUuaaiaio	155727	201	17.01.1907	0355-2047
Fritz Wiik	155793	233	17.01.1907	0355-2047
Pehr Badd	155959	29	17.01.1907	0355-2047
Clas von Collanin	156125	91	17.01.1907	0355-2047
Otto Stenrothin	156128	94	17.01.1907	0355-2047
Clas Herman von Collanin	156147	105	17.01.1907	0355-2047
Otto Ttcnrothille	156148	106	17.01.1907	0355-2047
Wilho Äyyrö	156177	126	17.01.1907	0355-2047
Mari Ekmanille	156187	131	17.01.1907	0355-2047
Natalia Piispanen	156193	135	17.01.1907	0355-2047
Martti Johan Ruuth	156201	139	17.01.1907	0355-2047
A. IBtoanwS	156245	9	17.01.1907	0355-2047
I. Kiwi	156261	17	17.01.1907	0355-2047
Häggman Tampere	156290	33	17.01.1907	0355-2047
Jalmari Castren	156316	47	17.01.1907	0355-2047
O. Talas	156316	47	17.01.1907	0355-2047
Stina I'lbcle	156343	61	17.01.1907	0355-2047
Emilia Brandt	156343	61	17.01.1907	0355-2047
Liisa Haag	156344	61	17.01.1907	0355-2047
Konetaapcli Salonen	156405	90	17.01.1907	0355-2047
Eero Erkko	156525	5	17.01.1907	0355-2047
Tekla Hultin	156541	9	17.01.1907	0355-2047
Antti Mkiaialaifen	156541	9	17.01.1907	0355-2047
Tella Hulunin	156541	9	17.01.1907	0355-2047
Sacnolaifcn Äau	156541	9	17.01.1907	0355-2047
U. Tl	156545	11	17.01.1907	0355-2047
Jonas Castren	156551	11	17.01.1907	0355-2047
Jonas Castrenin	156554	12	17.01.1907	0355-2047
A. NcwalaiZta	156557	12	17.01.1907	0355-2047
Jonas Castren	156560	12	17.01.1907	0355-2047
Jonas Castren	156565	12	17.01.1907	0355-2047
Anni Päiw^rinta	156576	13	17.01.1907	0355-2047
Matti Qiint	156580	13	17.01.1907	0355-2047
Tekla Hultin	156591	13	17.01.1907	0355-2047
Tella Hult	156617	19	17.01.1907	0355-2047
Kustawi Grotcnfcltin	156630	23	17.01.1907	0355-2047
Maikki Fribera	156630	23	17.01.1907	0355-2047
A. Tarja	156635	25	17.01.1907	0355-2047
Kaaperi Kiwialho	156648	32	17.01.1907	0355-2047
Noponen Lappee	156655	36	17.01.1907	0355-2047
I. Lundsouia	156661	38	17.01.1907	0355-2047
W. Korpela	156686	47	17.01.1907	0355-2047
Linturi MäittelisiMät	156689	48	17.01.1907	0355-2047
Wilho Tikkanen	156699	51	17.01.1907	0355-2047
Sintti Tikkanen	156699	51	17.01.1907	0355-2047
Juho Pöksyt	156699	51	17.01.1907	0355-2047
Samuel Heiskanen	156699	51	17.01.1907	0355-2047
Alli Nisniien	156699	51	17.01.1907	0355-2047
Fritjof Teuhnncn	156703	53	17.01.1907	0355-2047
Antti Reunanen	156703	53	17.01.1907	0355-2047
Juho Pikkarainen	156704	53	17.01.1907	0355-2047
Adam Kauranen	156705	53	17.01.1907	0355-2047
Heikki Pikkarainen	156706	53	17.01.1907	0355-2047
Ulla Läng	156707	53	17.01.1907	0355-2047
Miina Huttunen	156707	53	17.01.1907	0355-2047
Antti Tikkanen	156708	53	17.01.1907	0355-2047
Tiina Tikkanen	156708	53	17.01.1907	0355-2047
Adi Tikkanen	156708	53	17.01.1907	0355-2047
Ida Nuotsalaincn	156709	53	17.01.1907	0355-2047
Nikolai Lappalainen	156709	53	17.01.1907	0355-2047
Miina Lappalainen	156710	53	17.01.1907	0355-2047
Matti Kärkkäinen	156710	53	17.01.1907	0355-2047
Anni Kärkkäinen	156710	53	17.01.1907	0355-2047
Aatu Kääriäinen	156710	53	17.01.1907	0355-2047
Heikki Niskanen	156711	53	17.01.1907	0355-2047
Juho Laukkanen	156712	53	17.01.1907	0355-2047
Pekka Simonen	156712	53	17.01.1907	0355-2047
Wilho Tikkanen	156713	53	17.01.1907	0355-2047
Hilma Jauhiainen	156713	53	17.01.1907	0355-2047
Aina Hywärincn Remes	156713	53	17.01.1907	0355-2047
Emil Kärkkäinen	156714	53	17.01.1907	0355-2047
Juho Saastamoinen	156716	53	17.01.1907	0355-2047
Olli Saastamoinen	156717	53	17.01.1907	0355-2047
Ärnct Vaagcn	156728	58	17.01.1907	0355-2047
W. Nagge	156731	58	17.01.1907	0355-2047
Matti Pennanen	156732	58	17.01.1907	0355-2047
Adam Paunonen	156740	60	17.01.1907	0355-2047
Lauri Metsä	156753	64	17.01.1907	0355-2047
Nnnar Lund	156753	64	17.01.1907	0355-2047
A. Kannisto	156772	76	17.01.1907	0355-2047
A. Kannisto	156775	79	17.01.1907	0355-2047
I. Järwinen	156776	80	17.01.1907	0355-2047
Olga Kosti	156779	81	17.01.1907	0355-2047
Emil Viljanen	156779	81	17.01.1907	0355-2047
Antti Toiwascn	156829	12	17.01.1907	0355-2047
Wäinö Mhuilin-nan	156844	15	17.01.1907	0355-2047
Kaarlo Simtomäfi	156867	20	17.01.1907	0355-2047
Aleksis Nautio	156910	43	17.01.1907	0355-2047
Hemmo Kallio	156914	45	17.01.1907	0355-2047
Aleksis Rautio	156922	48	17.01.1907	0355-2047
Kaarlo Vorgoomin^^^M	156956	61	17.01.1907	0355-2047
Arthur SS	156967	67	17.01.1907	0355-2047
William Hammar	157001	82	17.01.1907	0355-2047
Litwinow Omskissa	157103	6	17.01.1907	0355-2047
Worontsow Tasch	157201	45	17.01.1907	0355-2047
Allan Caloniukselle	157364	91	17.01.1907	0355-2047
Alma Augusta Wasströmin	157393	99	17.01.1907	0355-2047
Matti Nolloffin	157395	99	17.01.1907	0355-2047
Adolf Wilhelm Johansson	157396	99	17.01.1907	0355-2047
Rosa Charlotta Johansson	157396	99	17.01.1907	0355-2047
Viktor Grönblomin	157397	99	17.01.1907	0355-2047
Heikki Paa	157400	99	17.01.1907	0355-2047
Mikko Lamppu	157400	99	17.01.1907	0355-2047
Artur Awellanin	157400	99	17.01.1907	0355-2047
Johan Gästrinin	157400	99	17.01.1907	0355-2047
John Helin	157400	99	17.01.1907	0355-2047
August Nxel	157400	99	17.01.1907	0355-2047
Pekka Tuutti	157427	8	17.01.1907	0355-2047
Juho Putti	157427	8	17.01.1907	0355-2047
Cinbfttöm Staja	157503	53	17.01.1907	0355-2047
Saila Suonenjoki	157507	54	17.01.1907	0355-2047
Si>ilieraiaaro Pu	157520	64	17.01.1907	0355-2047
Sarac-to Pusu	157523	65	17.01.1907	0355-2047
Saimi gjUfalafia	157532	69	17.01.1907	0355-2047
Niklas Järnefelt	157583	101	17.01.1907	0355-2047
Niklas Järnefelt	157590	106	17.01.1907	0355-2047
Fredrik Thuring	157596	110	17.01.1907	0355-2047
ARTUR ALLI	157646	146	17.01.1907	0355-2047
Hjalmar Karlström	157660	155	17.01.1907	0355-2047
Isak Lof	157669	160	17.01.1907	0355-2047
Fredrik Thuring	157677	166	17.01.1907	0355-2047
Johanna Larsson	157703	180	17.01.1907	0355-2047
Oskari Ojamo	157761	219	17.01.1907	0355-2047
Ida Berglundin	157855	277	17.01.1907	0355-2047
Karl Sneil	157917	20	18.01.1907	0355-2047
Sofia Snell	157920	21	18.01.1907	0355-2047
Karl Koni	157965	50	18.01.1907	0355-2047
William Tiilikainen	157976	58	18.01.1907	0355-2047
Axel Tollander	157989	69	18.01.1907	0355-2047
Pankinjohtaja Alfr	157994	74	18.01.1907	0355-2047
Gustaf Björkman	158001	79	18.01.1907	0355-2047
Karin Jernström	158025	100	18.01.1907	0355-2047
Otto Hyyry	158028	101	18.01.1907	0355-2047
August Ramsay	158048	114	18.01.1907	0355-2047
Hjalmar Ekholm	158050	116	18.01.1907	0355-2047
Kari Lagerströtnin	158060	126	18.01.1907	0355-2047
Victor Ek	158109	161	18.01.1907	0355-2047
Hjalmar Suominen	158119	171	18.01.1907	0355-2047
Aleksis Kivi	158125	176	18.01.1907	0355-2047
Hemmo Kallm	158125	176	18.01.1907	0355-2047
Aleksis Kivi	158131	178	18.01.1907	0355-2047
Esko Hemmo Kallio	158134	178	18.01.1907	0355-2047
Oskar Merikanto	158137	181	18.01.1907	0355-2047
SAKARI CASTREN	158185	6	18.01.1907	0355-2047
Aina Niska	158202	14	18.01.1907	0355-2047
Erna Deutlei	158207	18	18.01.1907	0355-2047
Aksel Castren	158221	27	18.01.1907	0355-2047
Sakari Castren	158224	28	18.01.1907	0355-2047
Arvid Souraader	158230	30	18.01.1907	0355-2047
BO US	158253	33	18.01.1907	0355-2047
Alfred Holmström	158282	49	18.01.1907	0355-2047
ANTTI MIKKOLA	158284	50	18.01.1907	0355-2047
Ellen AhlO	158308	60	18.01.1907	0355-2047
Karolina Eskelln	158332	60	18.01.1907	0355-2047
Artur Srook	158356	60	18.01.1907	0355-2047
Helena Strklo	158464	80	18.01.1907	0355-2047
Juho Lallutia	158519	104	18.01.1907	0355-2047
Kar^l Gustaf	158559	130	18.01.1907	0355-2047
Karl Harlin	158656	2	18.01.1907	0355-2047
SBcrnct X'inbe	158696	16	18.01.1907	0355-2047
Uno AlilLMcf	158701	17	18.01.1907	0355-2047
Gunnar Lindblad	158701	17	18.01.1907	0355-2047
SBcilfo Rutanen	158707	19	18.01.1907	0355-2047
Ilmari Stcnbäcf	158709	19	18.01.1907	0355-2047
Simo Pliiifsi	158712	21	18.01.1907	0355-2047
Wäinö rafciuuifnic-Marit	158715	23	18.01.1907	0355-2047
Anna Wnniaroeta	158730	29	18.01.1907	0355-2047
Santeri Onania	158743	34	18.01.1907	0355-2047
August Nuoppa	158941	117	18.01.1907	0355-2047
