Source	Target	Weigth
Armi A. Karisto	Ernesti Suolahti	11
Verner von	Yrjö Sirola	11
Juho Erkkilä	Vilho Oksanen	11
I. Lähdemäki	Lyydia Jaakkola	11
Oskar Antikainen	Viktor Saarinen	11
Alli Nissinen	ARVID JÄRNEFELT	11
Alli Nissinen	Hilda Käkikoski	11
Lauri Mäkinen	Otto Nylund	11
Arnold Napoleon Eklund	Tuomas Piispa Ursin	11
Arnold Napoleon Eklund	Henrik Filppula	11
Aili Tallgren	Hilma Räsänen	12
Juho Niskala	Matti Mikkonen	12
Heikki Lindroos	Lennart Gripenberg	12
Aune Krohn	Ester Peltonen	12
Gustaf Oskar Rantala	Juho Kustaa Rantanen	12
Gustaf Oskar Rantala	Kalle Kantola	12
Gustaf Oskar Rantala	Kaarlo Niininen	12
Gustaf Oskar Rantala	Jooseppi Rajala	12
Carl H.	Karl Basilier	12
Hjalmar Öhman	Otto Manninen	12
Juho Nestor Nurmi	Kustaa Wilhelm Palmu	12
Hannes Sjöblom	Jalmari Petäjä	12
JOHN HABBERTON	Kasimir Leino	12
Erkki Pulli	Oskari Laine	12
Juhani Aho	PaaMo Cajander	12
Henrik Filppula	Kalle Kantola	12
Emil Perttilä	Wäinö Tanner	12
Frans Oskar Nurmi	Gustaf Oskar Rantala	12
Aksel Vallenius	Kalle Välimaa	12
Birger Yegelius	Bruno Granit	12
Karl Saaristo	Kustaa Wilhelm Palmu	12
Karl Saaristo	Oskar Antikainen	12
Evert Suonio	Wilhelm Krag	12
Hilda Käkikoski	Maria Furuhjelm	12
Isak Lehtinen	Juho Nestor Nurmi	12
Isak Lehtinen	Johan Alfred Mäkipää	12
Isak Lehtinen	Juho Oskar Jokinen	12
Isak Lehtinen	Richard Lindroosin	12
Isak Lehtinen	Wilhelm Jaakkola	12
Isak Lehtinen	Oskar Antikainen	12
Kaarle Helin	Viktor Saarinen	12
Kaarle Helin	Tuomas Piispa Ursin	12
Kaarle Helin	Kustaa Wilhelm Palmu	12
Kaarle O. Knuutila	Lauri Ingman	12
Eino Leino	Werner Söderhjelm	12
Eino Leino	Kaarle Halme	12
Eino Leino	Wilhelm Tell	12
Eino Leino	Jalmari Hahl	12
Tuure Blässar	Volter Kilpi	12
Lauri Tuunainen	Santeri Alkio	12
Heikki l.	Hugo Korpela	12
Heino Aulanko	Wilho Reima	12
Kyösti Kallio	Pekka Pennanen	12
Juho Rannikko	Lauri Ingman	12
Kaarlo Harju	Matti Sarkkinen	12
Hedda Gabler	Ida Aalberg	12
Hilda Tihlä	Knut Hamsun	12
John Wiklén	Kotkaniemi Kälviä	12
Alarik Emil Sikanen	Johan Nurminen	12
Alarik Emil Sikanen	Kalle Kantola	12
Alarik Emil Sikanen	Herman Asikainen	12
Oskari Laine	Pekka Pennanen	12
Matti Autio	Mikko Uotinen	12
John William Nylanderin	Maila Talwion	12
Axel Th	Frans Backberg	12
Juho Oskar Jokinen	Richard Lindroosin	12
Juho Oskar Jokinen	Kustaa Wilhelm Palmu	12
Arno Fellman	Heino Aulanko	12
Juho Hietasaari	Kalle Laitinen	12
August Bebel	Yrjö Sirola	12
Juhani Sjöström	Niilo Mantere	12
Heikki Albert Niskanen	Lyydia Joki	12
Jooseppi Rajala	Viktor Saarinen	12
I. Mandelstam	Walter Runeberg	12
Ernst Borenius	Matti Äyräpää	12
Ernst Borenius	J. Relander	12
Eero Erkko	Santeri Ingman	12
Ilmari Calamnius- Kianto	Teuvo Pakkala	12
Matti Ahola	Matti Seppä	12
Antti Kansalainen	Matti Pesonen	12
ANTTI MIKKOLA	Valma Lindholm	12
Evert Paavola	Juho Laurila	12
Evert Paavola	Onni Kemppainen	12
Evert Paavola	Juho Mursu	12
Henrik Filppulan	Juho Kustaa Rantanen	12
Karl Basilier	Otto Koponen	12
Wäinö Salminen	Wäinö Woionmaa	12
Frans Rantanen	Juho Laakso	12
Heikki Ojasuu	Yrjö Blomstedt	12
Maria Tiitinen	Nestor Tiitinen	12
Hilja Aulo	Urho Haapanen	12
Kustaa Emil Aaltonen	Otto Sallinen	12
Kustaa Emil Aaltonen	Richard Lindroosin	12
Gustaf Kinnunen	Rudolf Palmberg	12
Ilma Maukola	Juho Kettunen	12
Ilma Maukola	Lauri Mäkinen	12
Hilma Mattila	Olga Helander Vik	12
Mikko Knuutila	Oskar Nissinen	12
Hanna Gastrén	Sofia Norström	12
Aleksandra Gripenberg	Anni Huotari	12
Emilia Sorri	Wille Sortaa	12
Mikael Soininen	Wilho Reima	12
Artturi H. Virkkunen	Hilda Käkikoski	12
Eemeli Kunnas	Mikael Soininen	12
Antti Jokinen	Edward Pohjatähti	12
Antti Jokinen	Oskar Antikainen	12
Justus Ripatti	Olli Pajari	12
August Voutilainen	Kaarle Helin	12
Eino Nyyssölä	Otto Lyytikäinen	12
Lucina Hagman	Samuel Heiskanen	12
Lucina Hagman	Maria Laine	12
Lucina Hagman	Tekla Hult	12
Lucina Hagman	Olga Österberg	12
Aurora Lindell-	Hilma Alanko	12
Emil Artur Bergström	Juho Kustaa Rantanen	12
Emil Artur Bergström	Juho Nestor Nurmi	12
Emil Artur Bergström	Otto Sallinen	12
Emil Artur Bergström	Juho Oskar Jokinen	12
Emil Artur Bergström	Kalle Jäntti	12
Emil Artur Bergström	Juho Myntti	12
Emil Artur Bergström	Jaakko Kallio	12
Arthur Ferdinand Ikäheimonen	Emanuel Nurmi	12
Arthur Ferdinand Ikäheimonen	Karl Saaristo	12
Arthur Ferdinand Ikäheimonen	Jaakko Kallio	12
Arthur Ferdinand Ikäheimonen	Kalle Kantola	12
Arthur Ferdinand Ikäheimonen	Kaarle Helin	12
Arthur Ferdinand Ikäheimonen	Jooseppi Rajala	12
Juho Puustinen	Maria Eronen	12
Juho Puustinen	Petter Parviainen	12
Artur Hilden	Hämeenlinna Joh.	12
Juho Tulikoura	Mikko Sipponen	12
Einar Molander	Ellen Tele	12
Einar Molander	Karl Basilier	12
Antti Korpela	H. Mäkinen	12
Antti Korpela	Mikko Punttila	12
Juho Kustaa Rantanen	Kustaa Wilhelm Palmu	12
Kalle Jäntti	Wäinö Heikki Hakkarainen	12
Kalle Jäntti	Kustaa Wilhelm Palmu	12
Alexander Frey	John Grenman	12
Elias Brenner	Uno Cygnaeus	12
Kalle Kantola	Oskar Antikainen	12
Kalle Kantola	Kasper Renström	12
A. Lindfors	O. Manninen	12
Bruno Backman	Juho Kakkonen	12
Miina Sillanpää	Roope Kojonen	12
Ernesti Suolahti	Toini Woipio	12
Anna Brännas	Hanna Varis	12
Emanuel Nurmi	Richard Lindroosin	12
Emanuel Nurmi	Emil Artur Bergström	12
Emanuel Nurmi	Viktor Saarinen	12
Emanuel Nurmi	Oskar Antikainen	12
Kaarle Halme	Otto Tiupan	12
Kaarle Nieroth	Z. Topelius	12
Juho Salmela	Kaarle Brusila	12
Maria Eronen	Petter Parviainen	12
Frans Koskinen	Wilho Laine	12
Adolf Salonen	Johan Urho Rantala	12
Adolf Salonen	Emil Artur Bergström	12
Adolf Salonen	Kasper Renström	12
August Raatikainen	Juhani Leppälä	12
Juho Jalo	Maria Laine	12
Juho Jalo	Miina Sillanpää	12
Jaakko Kallio	Viktor Saarinen	12
Armas Järnefelt	Selim Palmgren	12
Anshelm Helenius	Tuomas Wilho	12
Hanna LalU	Olga Salmi	12
Aaro Haapala	Evert Paavola	12
Akseli Koskimies	Erkki Kaila	12
Johan Nurminen	Kustaa Wilhelm Palmu	12
Johan Nurminen	Tuomas Piispa Ursin	12
Johan Nurminen	Oskar Antikainen	12
Isak Kalliomäki	Kalle Kantola	12
Hilja Liinamaa	Juho Rissanen	12
Hilja Liinamaa	Mikko Uotinen	12
Aatto Siren	Yrjö Sirola	12
Otto Tanner	Paavo Paloheimo	12
Johan Alfred Mäkipää	Tuomas Piispa Ursin	12
Johan Alfred Mäkipää	Juho Oskar Jokinen	12
Johan Alfred Mäkipää	Wilhelm Jaakkola	12
Johan Alfred Mäkipää	Richard Lindroosin	12
Hjalmar Nieminen	Oskar Antikainen	12
André Sylvane	Jalmari Finne	12
Anton Kolehmainen	Maria Eronen	12
Anton Kolehmainen	Petter Parviainen	12
Anton Kolehmainen	Juho Puustinen	12
Arthur Fellman	Pekka Juho Pitkänen	12
Edward Pohjatähti	Hjalmar Nieminen	12
Edward Pohjatähti	Juho Oskar Jokinen	12
Edward Pohjatähti	Kaarlo Niininen	12
Edward Pohjatähti	Jaakko Kallio	12
Heikki Meriläinen	Juhani Aho	12
Abel Halme	Frans Oskar Nurmi	12
Abel Halme	August Oikarinen	12
Abel Halme	Armas Nikolai Soini	12
Abel Halme	Adolf Salonen	12
Abel Halme	Isak Lehtinen	12
Antti Lukkarinen	Matti Puhakka	12
August Strindberg	Emil Lassi	12
ARVID JÄRNEFELT	Kaarle Halme	12
ARVID JÄRNEFELT	Eemil Elo	12
Kaarlo Lojander	Paavo Nyman	12
Johan Kauppinen	Karl Saaristo	12
Johan Kauppinen	Kaarle Helin	12
Johan Kauppinen	Kaarlo Niininen	12
Armas Nikolai Soini	Arnold Napoleon Eklund	12
Armas Nikolai Soini	Wilho Aaltonen	12
Armas Nikolai Soini	Johan Arthur Taimi	12
A. Kutvonen	J. Halonen	12
Tiihonen Puijonkatu	W. Cygnaeus	12
August Johan Jäppinen	Juho Ferdinand Roine	12
August Johan Jäppinen	Kalle Pekka Pesonen	12
Juho Myntti	Richard Lindroosin	12
Johan Urho Rantala	Kustaa Emil Aaltonen	12
Johan Urho Rantala	Richard Lindroosin	12
Aksel Castren	Axel Friberg	12
Ellen Tele	Otto Koponen	12
Pekka Pennanen	Samuel Heiskanen	12
Greta Lipponen	Hanna Gastrén	12
August Oikarinen	Frans Oskar Nurmi	12
August Oikarinen	Gustaf Oskar Rantala	12
Joel Manninen	Tuomas Holma	12
Hilja Pärssinen	Wilho Laine	12
Harry Scheff	Max Ladenburg	12
Anders Johan Forsman	Henrik Filppulan	12
Anders Johan Forsman	Edward Pohjatähti	12
Anders Johan Forsman	Emil Artur Bergström	12
Anders Johan Forsman	Viktor Saarinen	12
Martti Koskimies	Pietari Kontiainen	12
Herman Asikainen	Viktor Saarinen	12
Hilja Liinamaa-Pärssinen	Julius Ailio	12
Hilda Haapanen	Pekka Alpo	12
Heikki Ritavuori	Vilho Selinheimo	12
Johan Benjamin	Otto Lindstedt	12
Emil Anshelm Mäkelä	Herman Asikainen	12
Jaakko Stenius	Kaarle Nieroth	12
Otto Weckman	Paavo Paloheimo	12
Blomqvist Orava	Skaltar Palvi	12
Juho Hietala	Miina Lehtinen	12
Erkki Kantola	Kalle Moilanen	12
Antti Kaasalainen	Matti Pesonen	12
Antonio de Alarcon	Heikki Impivaara	12
Armi A. Karisto	Kusti Lauren	12
Kaarlo Terhi	Yrjö Sirola	12
Alli Nissinen	Juho Hameri	12
Alli Nissinen	Sofia Streng	12
Alli Nissinen	Tekla Hultin	12
Arnold Napoleon Eklund	Kaarle Helin	12
Arnold Napoleon Eklund	Emil Anshelm Mäkelä	12
Maiju Seppälä	Martta Pohjapalo	12
Antti Junkkari	Matti Sarkkinen	12
Antti Junkkari	Juho Hietasaari	12
Johannes Gummerus	Wolter Stenbäck	12
Aili Tallgren	Hilja Pärssinen	13
Aili Tallgren	Matti Seppälä	13
Lyydia Joki	Wilhelm Hjort	13
Lyydia Joki	Viktor Saarinen	13
Gustaf Oskar Rantala	Karl Saaristo	13
Gustaf Oskar Rantala	Juho Myntti	13
Gustaf Oskar Rantala	Jaakko Kallio	13
Carl H.	Ellen Tele	13
Julius Peltonen	Karl Mannelin	13
Juho Nestor Nurmi	Otto Sallinen	13
Juho Nestor Nurmi	Matti Veijalainen	13
Erkki Pulli	Juho Tulikoura	13
Emil Perttilä	Wäinö Hakkila	13
Frans Oskar Nurmi	Juho Myntti	13
Frans Oskar Nurmi	Jaakko Kallio	13
Frans Oskar Nurmi	Kalle Kantola	13
Juho Kakkonen	Simo Eronen	13
Karl Saaristo	Viktor Saarinen	13
Hilda Käkikoski	Oskari Laine	13
Hilda Käkikoski	Wäinö Woionmaa	13
Hilda Käkikoski	Ida Vemmelpuu	13
A. Ensio	Hilja Pärssinen	13
Isak Lehtinen	Kustaa Emil Aaltonen	13
Isak Lehtinen	Juho Myntti	13
Kaarle Helin	Wilhelm Jaakkola	13
Kaarle Helin	Oskar Antikainen	13
Heikki Renwall	Jonas Castren	13
Antero Kotka	Tuomas Wilho	13
Edvin Vikberg	Ulla Ropponen	13
Eino Leino	Leo Tolstoi	13
Eino Leino	Joel Lehtonen	13
Eino Leino	Wilhelm Meyer	13
Eino Leino	Ilmari Calamnius- Kianto	13
Heino Aulanko	Hilja Pärssinen	13
Kyösti Kallio	Oskari Laine	13
Juho Rannikko	Mikko Sipponen	13
Eino Kalima	Jalo Kalima	13
Juho Mursu	Onni Kemppainen	13
Alarik Emil Sikanen	Hjalmar Nieminen	13
Alarik Emil Sikanen	Juho Myntti	13
Alarik Emil Sikanen	Otto Sallinen	13
Alarik Emil Sikanen	Isak Lehtinen	13
Juho Oskar Jokinen	Viktor Saarinen	13
Jenny Nuotio	Maria Raunio	13
Väinö Toikka	Yrjö Sirola	13
Arno Fellman	O. Auer	13
Arno Fellman	Maria Furuhjelm	13
Hannes Gebhard	Hilda Käkikoski	13
Pertti Palmio	Pontus Artti	13
Aatto Sirenin	Väinö Hupli	13
Heikki Albert Niskanen	Uno Akseli Tuomi	13
Jooseppi Rajala	Kasper Renström	13
Jooseppi Rajala	Matti Veijalainen	13
Maria Laine	Maria Raunio	13
Arnold Almqvist	Artturi Myntti	13
Elsa Lindström	Wäinö Salminen	13
Eero Erkko	Elsa Lindström	13
Eero Erkko	I. Torppa	13
Fanny Malmstenin	Johan Kauppi	13
Maria Raunio	Miina Sillanpää	13
Eero Roiha	JUHO LALLUKKA	13
Juho Torppa	Pekka Pennanen	13
Juho Torppa	Taneli Nykänen	13
August Puolakka	Otto Mytty	13
Kaarlo Haljala	Otto Lyytikäinen	13
Henrik Filppulan	Richard Lindroosin	13
Henrik Filppulan	Kalle Jäntti	13
Henrik Filppulan	Jooseppi Rajala	13
Wilho Reima	Wiljo Hytönen	13
Eemil Elo	Kaarle Halme	13
Eemil Elo	Matti Paasivuori	13
Kusti Lauren	Toini Woipio	13
Jussi Tuominen	Mikko Uotinen	13
Jonas Castren	Juho Torppa	13
Otto Sallinen	Viktor Saarinen	13
Johannes Laine	Telefooni N:o	13
Onni Talas	Santeri Ingman	13
Kaarle Krohn	Yrjö Koskelainen	13
Hanna Gastrén	Hanna Rautio	13
Aleksandra Gripenberg	Hannes Gebhard	13
Aleksandra Gripenberg	Maria Laine	13
Kasper Renström	Wilho Aaltonen	13
Axel Friberg	Georg Jägerhorn	13
Eemeli Kunnas	Mikko Uotinen	13
Antti Jokinen	Frans Oskar Nurmi	13
Antti Jokinen	August Oikarinen	13
Antti Jokinen	Tuomas Piispa Ursin	13
Antti Jokinen	Viktor Saarinen	13
Antti Jokinen	Richard Lindroosin	13
Antti Jokinen	Emil Artur Bergström	13
Aurora Lindell-	Sandra Koskinen	13
Emil Artur Bergström	Hjalmar Nieminen	13
Mortimer Nykopp	W. Cygnaeus	13
Arthur Ferdinand Ikäheimonen	Hjalmar Nieminen	13
Arthur Ferdinand Ikäheimonen	Juho Kustaa Rantanen	13
Arthur Ferdinand Ikäheimonen	Herman Asikainen	13
Arthur Ferdinand Ikäheimonen	Kaarlo Niininen	13
Arthur Ferdinand Ikäheimonen	Isak Lehtinen	13
Einar Ahlmanin	Yrjö Pulkkinen	13
Juho Tulikoura	Justus Ripatti	13
Juho Tulikoura	Lauri Ingman	13
Juho Rissanen	Kaarle Halme	13
Juho Rissanen	Veikko Korhonen	13
Juho Rissanen	Yrjö Sirola	13
Juho Kustaa Rantanen	Juho Myntti	13
Kalle Jäntti	Viktor Saarinen	13
Kaarlo Niininen	Kustaa Wilhelm Palmu	13
Kaarlo Niininen	Oskar Antikainen	13
Kalle Kantola	Kustaa Wilhelm Palmu	13
Kaapro Jääskeläinen	Kaarle Halme	13
Juho Ikonen	Matti Pakarinen	13
Akseli Tuomi	Kalle Lahtimäki	13
Juho Laurila	Onni Kemppainen	13
Juho Laurila	Juho Mursu	13
Richard Lindroosin	Wilho Aaltonen	13
Karl Mannelin	Rudolf Wiberg	13
Anna Brännas	Anna Karppi	13
Jalo Kalima	Volter Kilpi	13
Emanuel Nurmi	Johan Alfred Mäkipää	13
Emanuel Nurmi	Wilhelm Jaakkola	13
Emanuel Nurmi	Emil Anshelm Mäkelä	13
Emanuel Nurmi	Gustaf Oskar Rantala	13
Hilma Räsänen	Miina Sillanpää	13
Aini Joki	Kalle Lahtimäki	13
A. Soini	Hilma Ihala	13
Anna Larsson	Carl Anton	13
Carl Söderström	Ingrid Andersson	13
Adolf Salonen	August Oikarinen	13
Adolf Salonen	Wilhelm Jaakkola	13
Adolf Salonen	Armas Nikolai Soini	13
Adolf Salonen	Kustaa Emil Aaltonen	13
Adolf Salonen	Viktor Saarinen	13
Ellinor Ingman	Olga Österberg	13
Ants Raudjalg	Eino Leino	13
Juho Jalo	Matti Seppälä	13
Jaakko Kallio	Tuomas Piispa Ursin	13
Jaakko Kallio	Johan Kauppinen	13
Jaakko Kallio	Johan Arthur Taimi	13
Jaakko Kallio	Oskar Antikainen	13
Armas Järnefelt	Maikki Järnefelt	13
I. Torppa	Otto Wrede	13
Aaro Haapala	Juho Laurila	13
Aaro Haapala	Onni Kemppainen	13
Aaro Haapala	Juho Mursu	13
Leon Gestrin Axel Wiklund	Matti Pesola	13
Abraham Lincolnista	George Washington	13
Johan Nurminen	Wilho Aaltonen	13
Johan Arthur Taimi	Karl Saaristo	13
Johan Arthur Taimi	Kaarle Helin	13
Johan Arthur Taimi	Kalle Kantola	13
Johan Arthur Taimi	Jooseppi Rajala	13
Mary von Haartman	Niilo Helander	13
Aatto Siren	Sulo Vuolijoki	13
Arvid Nyberg	Vilho Berg	13
Aina Artukka	Jalmari Häkkinen	13
Johan Alfred Mäkipää	Juho Myntti	13
Johan Alfred Mäkipää	Kaarlo Niininen	13
Johan Alfred Mäkipää	Kaarle Helin	13
Edvard Valpas	Miina Sillanpää	13
Hjalmar Nieminen	Richard Lindroosin	13
Hjalmar Nieminen	Kustaa Wilhelm Palmu	13
Aino Kallas	Kerttu Kärkkäinen	13
Edward Pohjatähti	Otto Sallinen	13
Edward Pohjatähti	Kaarle Helin	13
Edward Pohjatähti	Herman Asikainen	13
Edward Pohjatähti	Kalle Kantola	13
Heikki Meriläinen	Santeri Ingman	13
Kustaa Wilhelm Palmu	Wilho Aaltonen	13
Kaarlo Gustaf	Wilhelm Hjort	13
Johan Fredrik Hiironen	Pietari Kontiainen	13
Abel Halme	Johan Alfred Mäkipää	13
Abel Halme	Arnold Napoleon Eklund	13
Abel Halme	Herman Asikainen	13
Abel Halme	Kustaa Wilhelm Palmu	13
Abel Halme	Johan Urho Rantala	13
Maria Furuhjelm	O. Auer	13
ARVID JÄRNEFELT	Matti Paasivuori	13
ARVID JÄRNEFELT	Hilja Liinamaa	13
G. Grotenfelt	I. Lallukka	13
Anna Molin	Ingrid Stjernvall	13
Johan Kauppinen	Kalle Jäntti	13
Johan Kauppinen	Kalle Kantola	13
Armas Lindgren	Eliel Saarinen	13
Tuomas Raunio	Viktor Ahlgren	13
Armas Nikolai Soini	Tuomas Piispa Ursin	13
Armas Nikolai Soini	Juho Nestor Nurmi	13
Armas Nikolai Soini	Juho Myntti	13
Armas Nikolai Soini	Richard Lindroosin	13
Armas Nikolai Soini	Isak Lehtinen	13
Matti Seppälä	Wäinö Voionmaa	13
Anni Collan	Heino Aulanko	13
Juho Myntti	Juho Nestor Nurmi	13
Juho Myntti	Viktor Saarinen	13
Ida Wemmelpuu	Lauri Ingman	13
August Oikarinen	Emanuel Nurmi	13
August Oikarinen	Otto Sallinen	13
August Oikarinen	Jaakko Kallio	13
Hilja Pärssinen	Mikael Soininen	13
Hilja Pärssinen	Roope Kojonen	13
Hilja Pärssinen	Wäinö Voionmaa	13
Anders Johan Forsman	Frans Oskar Nurmi	13
Anders Johan Forsman	August Oikarinen	13
Anders Johan Forsman	Otto Sallinen	13
Anders Johan Forsman	Arthur Ferdinand Ikäheimonen	13
Anders Johan Forsman	Arnold Napoleon Eklund	13
Anders Johan Forsman	Johan Arthur Taimi	13
Herman Asikainen	Kustaa Emil Aaltonen	13
Ernst Nordström	Maria Wiik	13
Emmi Raitio	Matti Rossi	13
Anni Huotari	Jenny Nuotio	13
Emil Anshelm Mäkelä	Juho Kustaa Rantanen	13
Emil Anshelm Mäkelä	Otto Sallinen	13
Emil Anshelm Mäkelä	Jooseppi Rajala	13
Onni Puhakka	Wilho Oksanen	13
Alli Nissinen	Maikki Friberg	13
Alli Nissinen	Immi Helléniltä	13
Ida Lindroos	Saimi Vallin	13
Arnold Napoleon Eklund	August Oikarinen	13
Arnold Napoleon Eklund	Viktor Saarinen	13
Arnold Napoleon Eklund	Juho Myntti	13
Arnold Napoleon Eklund	Johan Arthur Taimi	13
Arnold Napoleon Eklund	Kustaa Emil Aaltonen	13
Maiju Seppälä	Wäinö Woionmaa	13
Antti Junkkari	Kaarlo Harju	13
Heikki Lindroos	Hugo Relander	14
Aaro Pellikka	Simo Eronen	14
Atte Mantere	Hilda Herrala	14
Kaarlo Brofeldt	Mikael Johnsson	14
Aune Krohn	THEODOR STORM	14
Olga Tuhkanen	Riikka Laitinen	14
Gustaf Oskar Rantala	Hjalmar Nieminen	14
Gustaf Oskar Rantala	Juho Nestor Nurmi	14
Gustaf Oskar Rantala	Johan Nurminen	14
Gustaf Oskar Rantala	Otto Sallinen	14
Gustaf Oskar Rantala	Juho Oskar Jokinen	14
Gustaf Oskar Rantala	Kalle Jäntti	14
Gustaf Oskar Rantala	Johan Urho Rantala	14
Carl H.	Einar Molander	14
Toivo Helo	Yrjö Kivioja	14
Julius Peltonen	Pekka Juho Pitkänen	14
Juho Nestor Nurmi	Kaarle Helin	14
Juho Nestor Nurmi	Wilhelm Jaakkola	14
Martta Kerttula	Miina Rautio	14
Erkki Pulli	Mikko Sipponen	14
Emil Perttilä	JUHO LALLUKKA	14
Frans Oskar Nurmi	Hjalmar Nieminen	14
Frans Oskar Nurmi	Juho Kustaa Rantanen	14
Frans Oskar Nurmi	Johan Nurminen	14
Frans Oskar Nurmi	Juho Oskar Jokinen	14
Frans Oskar Nurmi	Kaarle Helin	14
Frans Oskar Nurmi	Herman Asikainen	14
Frans Oskar Nurmi	Jooseppi Rajala	14
Karl Saaristo	Kustaa Emil Aaltonen	14
Karl Saaristo	Richard Lindroosin	14
Isak Lehtinen	Kaarle Helin	14
Kaarle Helin	Richard Lindroosin	14
Kaarle Helin	Wilho Aaltonen	14
Heino Aulanko	Hilda Käkikoski	14
Juho Rannikko	Juho Torppa	14
Tahvo Puntti	Tilda Sigvard	14
Eino Kalima	Leo Tolstoi	14
Alarik Emil Sikanen	Arnold Napoleon Eklund	14
Alarik Emil Sikanen	Antti Jokinen	14
Alarik Emil Sikanen	Kalle Jäntti	14
Antti Kallio	Otto Piisi	14
Ilma Eerikäinen	Maiju Lehtonen	14
Kalle Salminen	Wilho Laine	14
A Nordberg	Tiihonen Minna	14
A Nordberg	Einar Relander	14
Juho Oskar Jokinen	Kustaa Emil Aaltonen	14
Juho Oskar Jokinen	Otto Sallinen	14
Juho Oskar Jokinen	Wilhelm Jaakkola	14
Juho Oskar Jokinen	Wilho Aaltonen	14
Mikko Uotinen	Yrjö Sirola	14
ANJA TUULONEN	Hilma Räsänen	14
Juhani Sjöström	Santtu Piri	14
Jooseppi Rajala	Kustaa Emil Aaltonen	14
Jooseppi Rajala	Juho Myntti	14
Jooseppi Rajala	Richard Lindroosin	14
Otto Tiupan	Yrjö Sirola	14
Eero Järnefelt	Hilda Flodin	14
Eero Järnefelt	Hugo Simberg	14
Elsa Lindström	Juhani Aho	14
Elsa Lindström	Hilda Käkikoski	14
Elsa Lindström	H. Paasonen	14
Ilmari Calamnius- Kianto	Jaana Rönty	14
Hannes Leiviskä Yrjö Kivioja	Toivo Helo	14
ANTTI MIKKOLA	Jonas Castrenin	14
Emma Teittinen	Mikko Knuutila	14
Ernst Blumenthal	Paavo Nyman	14
Hilma Mattila	Olga Helander Wikmanin	14
Julius Ailio	Miina Sillanpää	14
Julius Ailio	Lauri Lettomäki	14
Kaarle Krohn	Wäinö Woionmaa	14
Hilja Haahti	Immi Helléniltä	14
Erkki Melartin	Jalmari Hahl	14
A. Luoma	Jonas Castren	14
Antti Jokinen	Johan Alfred Mäkipää	14
Antti Jokinen	Juho Myntti	14
Antti Jokinen	Gustaf Oskar Rantala	14
Antti Jokinen	Emil Anshelm Mäkelä	14
Juho Mäntylä	Juho Virtanen	14
Anni Swan	Selma Lagerlöf	14
Janne Lehto	Juho Pakkala Kukkola	14
Otto Tiuppa	Yrjö Mäkelin	14
Einar Böök	Heikki Ritavuori	14
A. Kannisto	Maria Raunio	14
Arthur Ferdinand Ikäheimonen	Kalle Jäntti	14
Artur Hilden	Paavo Paloheimo	14
H. Paasonen	Wäinö Salminen	14
H. Paasonen	Juhani Aho	14
Juho Kustaa Rantanen	Matti Veijalainen	14
Kaarlo Niininen	Wilhelm Jaakkola	14
Kaarlo Niininen	Viktor Saarinen	14
Kaarlo Niininen	Wilho Aaltonen	14
Hanna Castren	Sofia Nordström	14
Arthur Riikonen	Eero Hämäläinen	14
Kalle Kantola	Matti Veijalainen	14
A. Hartman	C. Gustafsson	14
Miina Sillanpää	Wilho Reima	14
Ernesti Suolahti	Kusti Lauren	14
Uno Akseli Tuomi	Wilhelm Hjort	14
Emanuel Nurmi	Juho Myntti	14
Emanuel Nurmi	Johan Arthur Taimi	14
Kaarle Halme	Veikko Korhonen	14
Adolf Salonen	Juho Nestor Nurmi	14
Adolf Salonen	Johan Alfred Mäkipää	14
Adolf Salonen	Kaarle Helin	14
Adolf Salonen	Juho Oskar Jokinen	14
Adolf Salonen	Kaarlo Niininen	14
Ants Raudjalg	Hilja Haahti	14
Kössi Lindström	Mikko Uotinen	14
Ida Jahnsson	Matti Pesola	14
Jaakko Kallio	Johan Alfred Mäkipää	14
Jaakko Kallio	Kustaa Emil Aaltonen	14
Helmi Setälä	Immi Helléniltä	14
Johan Nurminen	Wilhelm Jaakkola	14
Johan Nurminen	Viktor Saarinen	14
Johan Nurminen	Richard Lindroosin	14
Johan Arthur Taimi	Juho Nestor Nurmi	14
Johan Arthur Taimi	Kaarlo Niininen	14
Hilja Liinamaa	Kaapro Jääskeläinen	14
Hilja Liinamaa	Matti Paasivuori	14
Johan Alfred Mäkipää	Johan Nurminen	14
Johan Alfred Mäkipää	Kalle Kantola	14
Johan Alfred Mäkipää	Jooseppi Rajala	14
Hjalmar Nieminen	Johan Alfred Mäkipää	14
Hjalmar Nieminen	Johan Arthur Taimi	14
Hjalmar Nieminen	Wilhelm Jaakkola	14
Allan Serlachius	Heikki Ojasuu	14
Aino Kallas	Ilmari Calamnius- Kianto	14
Edward Pohjatähti	Gustaf Oskar Rantala	14
Edward Pohjatähti	Johan Nurminen	14
Edward Pohjatähti	Johan Urho Rantala	14
Edward Pohjatähti	Jooseppi Rajala	14
Emma Mäkinen	Frida Sjöblom	14
Abel Halme	Jooseppi Rajala	14
Abel Halme	Anders Johan Forsman	14
Abel Halme	Wilho Aaltonen	14
Abel Halme	Emil Artur Bergström	14
Abel Halme	Kustaa Emil Aaltonen	14
Georg Jägerhorn	Jonas Castren	14
ARVID JÄRNEFELT	Otto Tiupan	14
ARVID JÄRNEFELT	Volter Kilpi	14
ARVID JÄRNEFELT	Ilmari Calamnius- Kianto	14
Armas Nikolai Soini	Emanuel Nurmi	14
