Source	Target	Weigth
A. Ahngerin	Ida Aalberg	5
Arthur Hjelt	Fredrik Cygnaeuksen	5
Arnold Boman	Georg Segerstrålen	5
Elna Streng	Helmi Krohn	5
A. Almberg	O. Fawsn	5
A. Almberg	O. Relander	5
A. Almberg	Edwin Kasti	5
A. Almberg	Emil Lassi	5
Werner Nyberg	Victor Ek	5
Alejandro Andersen	Ernst Hedman	5
Hanna Rönnberg	Maria Wiik	5
Hanna Rönnberg	Helene Schjerfbeck	5
Hanna Rönnberg	Helmi Ahlman	5
Knut Weckman	Konrad Tallroth	5
Knut Weckman	Olga Salo	5
Ewert Suonio	Kaarle Halme	5
Ewert Suonio	Mimmi Lähdeoja	5
Ewert Suonio	Knut Weckman	5
Carl Kämppä	Lars Krogius	5
Uno Cygnaeuksen	Uno Cygnaeus	5
U. Baarman	Victor Ek	5
Emil Lassi	Teuwo Pakkala	5
Amelie Lundahl	Eero Järnefelt	5
Amelie Lundahl	Elin Nordlund	5
Amelie Lundahl	Helene Schjerfbeck	5
Amelie Lundahl	Ida Meller	5
Alarik Hornberg	Vilho Selin	5
Emil Lasfinen	Yrjö Koskinen	5
ViKtor Björksten	Viktor Strömmer	5
Uno Krook	Victor Söderström	5
Anna Hallonblad	Sanni Blomstedt	5
A. Touchard-Lallemand	Georg Bergh	5
A. Touchard-Lallemand	Le Havressa	5
Karin Fontell	Victor Björksten	5
Karin Fontell	Viktor Strömmer	5
Konrad Relander	Maikki Friberg	5
Anton Lindebergin	Emil Wesanderin	5
Hugo Linden	Mauritz Hallberg	5
Karl Vidbom	ViKtor Björksten	5
Anna Bremer	Ellen Thesleff	5
Emil Falk	Otto Närhi	5
Emil Falk	Knut Weckman	5
Emil Falk	Oskari Salo	5
Abel Häyrinen	Carl Walin	5
Abel Häyrinen	Uno Krook	5
Uno Boehm	Vilhelm Bohte	5
Oskar Lilius	Uno Krook	5
Ida Godenhjelm	Maila Talwio	5
Ida Godenhjelm	Minna Canth	5
Bertel Nohrström	Niilo Helander Heinola	5
Bertel Nohrström	Carl Valin Kokkola	5
Bertel Nohrström	Juho Lallukka	5
Kirsti Sainio	Niilo Stenbäck	5
Hedda Gabler	Henrik Ibsen	5
Edvard Pol	Gunnar Hjelt	5
Hilma Tähtinen	Otto Närhi	5
Hilma Tähtinen	Kirsti Suonio	5
A. Kontunen	Victor Ek	5
Niilo Stenbäck	Otto Närhi	5
Eero Järnefelt	Kasimir Leino	5
Eero Järnefelt	Maria Wiik	5
Eero Järnefelt	Minna Canth	5
Eero Järnefelt	Elin Danielson	5
Eero Järnefelt	Helmi Ahlman	5
Jaakko Forsman	U. Lilius	5
Jaakko Forsman	Santeri Hääriä	5
Jaakko Forsman	O. Hallftsn	5
Alvar Wlalén	Gustaf Sucksdorff	5
Emil Tollander	Sören Berner	5
Adolf Lindfors	Mimmi Lähdeoja	5
Adolf Lindfors	Kaarle Halme	5
Adolf Lindfors	Eino Salmela	5
Adolf Lindfors	Hemmo Kallio	5
Elis Rechardt	Karl Vidbom	5
Elis Rechardt	Henrik Backlund	5
Maila Talwio	Santeri Alkio	5
Albert Edelfelt	Hanna Rönnberg	5
Albert Edelfelt	Wäinö Blomstedt	5
Albert Edelfelt	Emil Wikström	5
Albert Edelfelt	Minna Canth	5
Hilma Maria	Ida Maria	5
Helmi Krohn	Sofia Rein	5
Helmi Krohn	Sanni Blomstedt	5
Helmi Krohn	Robert Kajanus	5
Hrat John	Salvador Talavera	5
Maximilian Krookin	Max Krook	5
Kaarle Halme	Niilo Stenbäck	5
Ada Unonius	Augusta af Heurlin	5
Ada Unonius	Sanni Blomstedt	5
John Dittmar	Jonas Castren	5
Elin Danielson	Sigrid Granfelt	5
Antonio Blasco	La Boda	5
Antonio Blasco	René Arquis	5
Lars Krogins	Lars Krogius	5
Axel Ahlberg	Oskari Salo	5
Axel Ahlberg	Hemmo Kallio	5
Jean Sibelius	Minna Canth	5
Hanna Kunnas	Kirsti Sainio	5
Elin Nordlund	Sigrid Granfelt	5
Eerikki Puke	Minna Canth	5
Emil Malmberg	John Svanljung	5
Emil Wallin	Uno Boehm	5
Lucina Hagman	Santeri Saarinen	5
Georg Segerstrålen	Matti Roiha	5
Jonas Castren	Valter Hordlund	5
Tyyni Kuopio	Tyyni Marianham	5
Hrat L.	I. Forsberg	5
Pennanen Kesälahti	W. Couper	5
SAMULI SAEIO	Wäinö Wallin	5
Eino Salmela	Kaarle Halme	5
Eino Salmela	Knut Weckman	5
Eino Salmela	Kaarlo Keihäs	5
Eino Salmela	Taavi Pesonen	5
Santeri Saarinen	U. Lilius	5
Alvar Wialén	John Svanljung	5
REN G	WILHO SOINI	5
Ernst Borenius	Gustaf SueksdorfT	5
Ernst Borenius	Gustaf SueksdorlT	5
Ernst Borenius	Gustaf Sucksdorff	5
Ida Hannikainen	O. Dannholm	5
Axel Palmroos	Axel Pihlgren	5
Eero Erkko	Santeri Ingman	5
A. Nyström	Pehr Brahe	5
A. Nyström	Weckström Joensuu	5
Ilmari Krohn	Robert Kajanus	5
Ilmari Krohn	WILHO SOINI	5
Antti Jalava	Charles Dickens	5
Gabriel Ekholm	Karin Fontell	5
Lennart Lundberg	U. Nordberg	5
Karl Boström	Salvador Talavera	5
Karl Boström	Peter Blomqvist	5
Edvard Polo	Gustaf Sucksdorff	5
Tyyni Petroskoi	Tyyni Tartto	5
Albert Landzett	Alfred Björksten	5
Albert Landzett	Karl Franck	5
Pietari Alpo	Taavi Pesonen	5
Verner Palander	Vilhelm Rohte	5
Elis Bergroth	Matti Tarkkanen	5
Tyyni Tyyni	Tyyni Tyyni Tyyni Tyyni	5
Edvard Poldn	Valter Nordlund	5
Juho Lallukka	Niilo Helander Heinola	5
Emil Falck	Maria Rängman	5
Alfred Björksten	Hjalmar Grönblom	5
Alfred Björksten	Viktor Hellman	5
Alfred Björksten	Henrik Backlund	5
Alfred Björksten	Arthur Broberg	5
A. Vartiainen	Ilmari Krohn	5
Paul Wahl	W Conber	5
Wilhelm Bo	Vilho Selin	5
Alpo Noponen	Elis Bergroth	5
Alpo Noponen	Eino Leino	5
Alpo Noponen	Selma Lagerlöf	5
Liina Enroth	O. Fawsn	5
Liina Enroth	O. Hynsn	5
Liina Enroth	U. Lilius	5
Olga Salo	Pietari Alpo	5
Olga Salo	Taavi Pesonen	5
Carl Valin Kokkola	Niilo Helander Heinola	5
Carl Valin Kokkola	Juho Lallukka	5
Lars Krogius	Le Havressa	5
Lars Krogius	Viktor Ek	5
Lars Krogius	W. Cou-	5
Juho Reijonen	Minna Canth	5
Sigrid Granfelt	Wäinö Blomstedt	5
Helene Schjerfbeck	Ida Meller	5
J Petrell	Lars V.	5
Charles Scholl	René Arqnis	5
Charles Scholl	René Arquis	5
Karin Mikkeli	Lars Krogius	5
Axel Lille	Magnus Gadd	5
Anton lAndébergin	Emil Hagelbergin	5
O. Fawsn	Yrjö Koskinen	5
Sven Duva	U. Baarman	5
Emelie Stenberg	Emil Falck	5
Emelie Stenberg	Hanna Kunnas	5
Elias Lönnrot	Sakari Topelius	5
Elias Lönnrot	Johan Wilhelm Snellman	5
Elias Lönnrot	Ilmari Maanant	5
Elias Lönnrot	Uno Cygnaeuksen	5
Jean Julli	Kasimir Leino	5
Edvard Erdman	Kaarlo Forsman	5
Edvard Erdman	Emil Holmgren	5
Hjalmar Grönblom	Karl Franck	5
Hjalmar Grönblom	Viktor Hellman	5
Lauri Soini	Maila Talwio	5
Lauri Soini	Niilo Mantere	5
Maikki Friberg	O. Dannholm	5
Oskar Hakuikä	Otto Neovius	5
Oskar Hakuikä	Samuel Kyander	5
O. Hynsn	Santeri Saarinen	5
A. Lundéu	Victor Eki	5
Edvard Palko	Gunnar Hjelt	5
Aili Järnefelt	Robert Kajanus	5
Aili Järnefelt	Sofia Rein	5
Alfred Lindström	Max Krook	5
Arvid Järnefelt	Kasimir Leino	5
Arvid Järnefelt	Santeri Ingman	5
Arvid Järnefelt	Juhani Aho	5
Ellen Thesleff	Helmi Ahlman	5
Ellen Thesleff	Pekka Halonen	5
Ellen Thesleff	Wäinö Blomstedt	5
Berndt Lindholm	Sigrid Granfelt	5
Olga Leino	Olga Salo	5
Aksel Warén	Kaarlo Forsman	5
A. Boehm	Jaakko Forsman	5
H. Renfors	Lennart Lundberg	5
Akseli Järnefelt	A. Meurman	5
Akseli Järnefelt	O. Faw6n	5
Georg Berg	Lars Krogius	5
Artur Nordberg	Elis Rechardt	5
Mimmi Lähdeoja	Taavi Pesonen	5
G. Winqwist	Mathilda Björkman	5
Emil af Forselles	Gustaf SueksdorflT	5
Eino Leino	Maila Talwio	5
Eino Leino	Minna Canth	5
Eino Leino	Niilo Mantere	5
G. Lindberg	Julius Osberg	6
Emil Snellman	Petter Parviainen	6
A. Lilius	O. Faw6n	6
A. Lilius	A. Meurman	6
A. Lilius	Oliel Aspelin	6
Hannes Gebhard	Minna Canth	6
Henrik Backlund	Karin Fontell	6
Henrik Backlund	Viktor Hellman	6
Arthur Broberg	Hjalmar Grönblom	6
Gunnar Hjelt	John Svanljung	6
Aleksis Rautio	Taavi Pesonen	6
Aleksis Rautio	Pietari Alpo	6
Aleksis Rautio	Axel Ahlberg	6
Minna Krohn	TOM SAVYER	6
Augusta af Heurlin	Sanni Blomstedt	6
Ia Poika	Jonas Castren	6
Eliel Aspelin	O. Fawsn	6
Eliel Aspelin	O. Hallsten	6
Edwin Kasti	Eliel Aspelin	6
Edwin Kasti	Santeri Saarinen	6
Dora Wahlroos	Ellen Thesleff	6
Gösta Sundman	John Svanljung	6
Gösta Sundman	Rosina Heikel	6
WILHO SOIXI	Wäinö Wallin	6
Bertil af Bjorkesten	Vilho Selin	6
D. Kuhlefelt	Hrat L.	6
Le Havressa	René Arquis	6
Tyyni Jyväskylä	Tyyni Sortavala	6
A. Meurman	Jaakko Forsman	6
Niilo Mantere	Selma Lagerlöf	6
Juhani Aho	Lauri Soini	6
Juhani Aho	Maila Talwio	6
Juhani Aho	Viktor Rydberg	6
Hulda Festen	Ida Hannikainen	6
Ludvig Hjelt	Wilhelm Bothe	6
Antti Suomalainen	Verner Falander	6
Antti Suomalainen	Wilhelm Bothe	6
Armas Järnefelt	Eliel Aspelin	6
Oskari Salo	Taavi Pesonen	6
Fredrik Cygnaeuksen	Valfrid Vasenius	6
Arthur Ahlqvist	A. Sikiö	6
Kaarlo Keihäs	Kirsti Suonio	6
Ida Aalberg	Regina von Emmeritz	6
Helmi Talas	Mimmi Lähdeoja	6
A. Noponen	Emil Lassi	6
Aline Toppelius	Ellen Thesleff	6
Aline Toppelius	Hanna Rönnberg	6
Santeri Ingman	WILHO SOINI	6
Santeri Ingman	Teuwo Pakkala	6
H. Hollmén	H. Rosenlew	6
Eliel Reuter	Viktor Hellman	6
La Röda	René Arquis	6
Georg Bergh	René Arquis	6
A. Kohonen	A. Meurman	6
Alli Nissinen	A. Meurman	6
Alli Nissinen	O. Fawin	6
Alli Nissinen	O. Hynsn	6
Atte Franck	Karl Vidbom	6
Atte Franck	Axel Ahlqvist	6
Tyyni Pietari	Tyyni Tartto	6
Bertil af BjSrkesten	Vilho Selin	6
Bertil af Björkesten	Gunnar Hjelt	6
Axel Ahlqvist	Israel Herckman	6
Victor Ek	Vilhelm Kommonen	6
Victor Ek	Viktor Ek	6
Alfred de Vigny	Antti Jalava	6
Tyyni Sortavala	Tyyni Tartto	6
Otto Tuomi	Santeri Ingman	6
A. Almberg	Yrjö Koskinen	6
Kirsti Suonio	Olga Leino	6
Alejandro Andersen	Lars Krogius	6
Hanna Rönnberg	Pekka Halonen	6
Tyyni Hankoniemi	Tyyni Kuopio	6
Tyyni Hankoniemi	Tyyni Marianham	6
Ewert Suonio	Kirsti Suonio	6
Ewert Suonio	Taavi Pesonen	6
Ewert Suonio	Olga Leino	6
Amelie Lundahl	Wäinö Blomstedt	6
Anna Hallonblad	Helmi Krohn	6
Verner Falander	Wilhelm Bothe	6
Aksel Alander	Alarik Hornberg	6
Aksel Alander	Edvard Polo	6
Aksel Alander	Alarik Hernberg	6
Oskar Castren	Sven Dufva	6
B. Nyberg	Sven Duva	6
Emil Falk	Mimmi Lähdeoja	6
Abel Häyrinen	Oskar Lilius	6
Abel Häyrinen	Victor Söderström	6
Uno Boehm	Wilhelm Rothe	6
Oskar Lilius	Victor Söderström	6
Alarik Hernberg	Gunnar Hjelt	6
Helmi Ahlman	Pekka Halonen	6
Helmi Ahlman	Wäinö Blomstedt	6
Maria Wiik	Sigrid Granfelt	6
J. Hoffman	Weckström Joensuu	6
Eero Järnefelt	Ellen Thesleff	6
Eero Järnefelt	Eino Leino	6
Jaakko Forsman	O. Hynsn	6
Jaakko Forsman	Wäinö Wallin	6
Jaakko Forsman	O. Fawin	6
Adolf Lindfors	Otto Närhi	6
Adolf Lindfors	Ewert Suonio	6
Elis Rechardt	John Sjödahl	6
Elis Rechardt	ViKtor Björksten	6
Maila Talwio	Viktor Rydberg	6
Albert Edelfelt	Pekka Halonen	6
Tyyni Arkangeli	Tyyni Volotschok	6
Kaarle Halme	Kaarlo Keihäs	6
Kaarle Halme	Kirsti Sainio	6
Ernst Hedman	John Tornberg	6
Samuli Sario	Y. LÖFGREN	6
John Dittmar	J. Pesonen	6
Kustavi Grotenfelt	Valfrid Vasenius	6
Tyyni Kuopio	Tyyni Tartto	6
Pennanen Kesälahti	Victor Ek	6
Eino Salmela	Katri Rautio	6
Eino Salmela	Emil Falck	6
Eino Salmela	Kirsti Suonio	6
Eino Salmela	Pietari Alpo	6
Eino Salmela	Olga Leino	6
Eino Salmela	Emil Falk	6
Helmi Sjöstrand	Sigrid Granfelt	6
Adolf Paul	Jean Sibelius	6
Ilmari Krohn	Kasimir Leino	6
Ilmari Krohn	KILPI Nuori	6
Ilmari Krohn	Juhani Aho	6
Ilmari Krohn	Santeri Saarinen	6
John Sjödahl	ViKtor Björksten	6
Boada Hermanos	Le Havressa	6
Edvard Polo	Ernat Borenius	6
Edvard Polo	Wilhelm Bothe	6
John Svanljung	Karl Wilkman	6
Katri Rautio	Olga Salo	6
Arthur Deutgen	John Starck	6
Arthur Deutgen	Kaarlo Nygren	6
Elis Bergroth	Julius Engström	6
Hilda Maria	Ida Maria	6
Emil Falck	Pietari Alpo	6
Emil Falck	Kirsti Suonio	6
Emil Falck	Knut Weckman	6
Alfred Björksten	Karl Franck	6
Mark Twain	Minna Krohn	6
Alarik Hemberg	Verner Falander	6
Alarik Hemberg	Wilhelm Bothe	6
Alpo Noponen	Kasimir Leino	6
Sigrid Granfelt	Uno Wahlroos	6
Alfred Ructzi	Paul Wahl	6
Alfred Ructzi	Pennanen Kesälahti	6
T:ri Borenius	T:ri Ekholm	6
J Petrell	Viktor Norring	6
Charles Scholl	La Boda	6
Axel Lille	Karl H. Lindholm	6
Elias Lönnrot	Julius Krohn	6
A. Lindfors	H. Granberg	6
Alfred Ruotzi	Paul Wahl	6
Berndt Lindholm	Eero Järnefelt	6
Kasimir Leino	Niilo Mantere	6
Akseli Järnefelt	Emil Lassi	6
Artur Nordberg	Karin Fontell	6
Mimmi Lähdeoja	Olga Leino	6
G. Lindberg	Karl Söderman	7
A. Lilius	Yrjö Koskinen	7
A. Lunden	H. Granberg	7
Henrik Backlund	John Sjödahl	7
Jonas Gastrén	Wilhelm Kothe	7
Aleksis Rautio	Niilo Stenbäck	7
Aleksis Rautio	Ewert Suonio	7
Aleksis Rautio	Kirsti Suonio	7
Aleksis Rautio	Kaarlo Keihäs	7
Aleksis Rautio	Emil Falk	7
Hemmo Kallio	Katri Rautio	7
Hemmo Kallio	Taavi Pesonen	7
Hemmo Kallio	Oskari Salo	7
Hemmo Kallio	Kaarle Halme	7
Hemmo Kallio	Hilma Tähtinen	7
Alfred Söderberg	Oskar Castren	7
Dora Wahlroos	Sigrid Granfelt	7
Dora Wahlroos	Hanna Rönnberg	7
Kaarle Krohn	Minna Canth	7
Kaarle Krohn	Kustavi Grotenfelt	7
Gösta Sundman	Gustaf Sucksdorff	7
Emil Ljungberg	Georg Bergh	7
Elis Berg	Elis Bergroth	7
Juhani Aho	Juho Reijonen	7
Juhani Aho	Niilo Mantere	7
Hulda Festen	Maikki Friberg	7
Armas Järnefelt	Jaakko Forsman	7
Armas Järnefelt	Wäinö Wallin	7
Hilma Liima	Otto Närhi	7
Fredrik Cygnaeuksen	Kaarle Krohn	7
Arthur Ahlqvist	H. Rosenlew	7
A. Noponen	Armas Järnefelt	7
A. Noponen	Wäinö Wallin	7
Tyyni Marianham	Tyyni Sortavala	7
A. Kohonen	Oliel Aspelin	7
Alli Nissinen	O. Faw6n	7
Atte Franck	John Sjödahl	7
Atte Franck	Karin Fontell	7
Arthur Hjelt	Valfrid Vasenius	7
Arthur Hjelt	Eliel Aspelin	7
Arthur Hjelt	Kustavi Grotenfelt	7
Wilhelm Roth	Vilho Selin	7
A. Almberg	O. Hallsten	7
Aleksis Kivi	Olli Wuori	7
Pekka Halonen	Wäinö Blomstedt	7
Pekka Halonen	Sigrid Granfelt	7
Tyyni Haaparanta	Tyyni Kuopio	7
Kirsti Suonio	Otto Närhi	7
Kirsti Suonio	Mimmi Lähdeoja	7
Hanna Rönnberg	Helmi Sjöstrand	7
Tyyni Hankoniemi	Tyyni Tampere	7
Knut Weckman	Mimmi Lähdeoja	7
Ewert Suonio	Katri Rautio	7
Ewert Suonio	Oskari Salo	7
Emil Lassi	Liina Enroth	7
Emil Lassi	Kustavi Grotenfelt	7
Emil Lassi	Santeri Saarinen	7
Amelie Lundahl	Sigrid Granfelt	7
Amelie Lundahl	Helmi Ahlman	7
Amelie Lundahl	Helmi Sjöstrand	7
Alarik Hornberg	Gunnar Hjelt	7
Karin Fontell	ViKtor Björksten	7
Kaarlo Nygren	Otto Rodén Kokkola	7
Edvard Pol	John Svanljung	7
Jaakko Forsman	Oliel Aspelin	7
Alvar Wlalén	Gustaf SueksdorflT	7
KILPI Nuori	Robert Kajanus	7
Adolf Lindfors	Oskari Salo	7
Adolf Lindfors	Katri Rautio	7
Elis Rechardt	Karin Fontell	7
Albert Edelfelt	Santeri Ingman	7
A. Rusko	H. Eklund	7
Hrat John	José Febrer	7
Tyyni Arkangeli	Tyyni Tartto	7
Kaarle Halme	Mimmi Lähdeoja	7
Kaarle Halme	Olga Salo	7
Ernst Hedman	Lars Krogius	7
Samuli Sario	WILHO SOIXI	7
Antonio Blasco	John Good	7
Axel Ahlberg	Emil Falck	7
Axel Ahlberg	Otto Närhi	7
Bruno Wikman	Gabriel Ekholm	7
Eino Salmela	Olga Salo	7
Alvar Wialén	Ernst Borenius	7
Ida Hannikainen	Maikki Friberg	7
John Sjödahl	Karl Vidbom	7
Antti Jalava	Yrjö Koskinen	7
Antti Jalava	Charles U. Eden	7
Antti Jalava	Walter Scott	7
John Good	Karl Boström Lars Krogius	7
Boada Hermanos	René Arquis	7
Karl Boström	Lars Krogins	7
Edvard Polo	Wilhelm Kothe	7
Edvard Polo	Valter Hordlund	7
John Svanljung	T:ri Ekholm	7
Katri Rautio	Otto Närhi	7
Asianajaja Viipuri	Johannes Pesonen	7
A. Ojaperä	O. Merikanto	7
Elis Bergroth	Gustaf Johansson	7
Otto Närhi	Pietari Alpo	7
Emil Falck	Mimmi Lähdeoja	7
O. Faw6n	O. Relander	7
Alarik Hemberg	Verner Palander	7
Juho Reijonen	Santeri Ingman	7
Juho Reijonen	Kasimir Leino	7
Hanna Andersin	Mikael Johnsson	7
Emelie Stenberg	Katri Rautio	7
Oskar Hakuikä	Victor Ek	7
A. Lindfors	A. Ojaperä	7
Aili Järnefelt	Elna Streng	7
Akseli Järnefelt	Santeri Saarinen	7
Emil af Forselles	T:ri Ekholm	7
Emil af Forselles	Karl Hammar	7
Eino Leino	Lauri Soini	7
A. Lilius	Emil Lasfinen	8
A. Lunden	J Petrell	8
A. Lunden	Ernst Hedman	8
A. Lunden	Sven Duva	8
Aleksis Rautio	Mimmi Lähdeoja	8
AINO Terva	Onni Tervasalmi	8
AINO Terva	Victor Ek	8
Hemmo Kallio	Olga Leino	8
Eliel Aspelin	Valfrid Vasenius	8
Eliel Aspelin	WILHO SOINI	8
Emil af Hällström	Paul Heyse	8
Edwin Kasti	Jaakko Forsman	8
Kaarle Krohn	Santeri Ingman	8
René Arquis	Salvador Talavera	8
Emil Ljungberg	Karl Boström	8
Bertil af Björksten	Vilho Selin	8
Axel Stenberg	Hugo Björkell	8
Axel Stenberg	Feodor Kiseleff	8
A. Kohonen	Emil Lasfinen	8
A. Kohonen	O. Hallsten	8
Alli Nissinen	Wäinö Wallin	8
Arthur Hjelt	Mikael Johnsson	8
Arthur Hjelt	Kaarle Krohn	8
A. Einighorst	Lars Krogius	8
Axel Ahlqvist	Urat P.	8
La Roda	Salvador Talavera	8
Alarik Bernberg	Gunnar Hjelt	8
A. Almberg	Akseli Järnefelt	8
Knut Weckman	Otto Närhi	8
Ewert Suonio	Olga Salo	8
Ewert Suonio	Pietari Alpo	8
Amelie Lundahl	Ellen Thesleff	8
Ida Aalbergin	Teuwo Pakkala	8
Lari Krogius	Lars Krogius	8
O. Tornberg	Sven Duva	8
Aksel Alander	J. Pesonen	8
Ida Godenhjelm	Viktor Rydberg	8
Helmi Ahlman	Sigrid Granfelt	8
Eero Järnefelt	Sigrid Granfelt	8
Eero Järnefelt	Santeri Ingman	8
Eero Järnefelt	Wäinö Blomstedt	8
José Febrer	La Roda	8
A. Rusko	O. Tornberg	8
Kaarle Halme	Katri Rautio	8
Kaarle Halme	Oskari Salo	8
Ernst Hedman	J Petrell	8
Ernst Hedman	Victor Ek	8
Kustavi Grotenfelt	Mikael Johnsson	8
Jonas Castren	Jonas Castrenin	8
Eino Salmela	Mimmi Lähdeoja	8
Alvar Wialén	Alvar Wlalén	8
Alvar Wialén	Rosina Heikel	8
Ernst Borenius	Gustaf SueksdorflT	8
Axel Palmroos	Otto Hjelt	8
Axel Palmroos	Carl Bergroth	8
Ilmari Krohn	Lucina Hagman	8
John Good	José Febrer	8
Boada Hermanos	La Röda	8
Edvard Polo	Gustaf SueksdorflT	8
Verner Palander	Wilhelm Bothe	8
Elis Bergroth	John Sahlberg	8
Otto Närhi	Taavi Pesonen	8
Edvard Poldn	Johannes Pesonen Viipuri	8
Emil Falck	Katri Rautio	8
Emil Falck	Ewert Suonio	8
A. Vartiainen	Eliel Aspelin	8
Alpo Noponen	Lauri Soini	8
John Starck	Otto Rodén Kokkola	8
Liina Enroth	Teuwo Pakkala	8
Lars Krogius	U. Baarman	8
Lars Krogius	Pennanen Kesälahti	8
Lars Krogius	Salvador Talavera	8
Charles Scholl	Salvador Talavera	8
O. Fawsn	Santeri Saarinen	8
Alfred Lindström	Maximilian Krookin	8
Ellen Thesleff	Hanna Rönnberg	8
O. Relander	Santeri Saarinen	8
Akseli Järnefelt	Teuwo Pakkala	8
Emil Hagelbergin	Kustaa Ojasen	8
Mimmi Lähdeoja	Oskari Salo	8
Emil af Forselles	Gösta Sundman	8
Gustaf SueksdorflT	Rosina Heikel	8
A. Lilius	Emil Lassi	9
A. Lunden	Victor Ek	9
Hannes Gebhard	Mikael Johnsson	9
Aleksis Rautio	Katri Rautio	9
Aleksis Rautio	Eino Salmela	9
Hemmo Kallio	Kirsti Suonio	9
Hemmo Kallio	Pietari Alpo	9
Hemmo Kallio	Olga Salo	9
Hemmo Kallio	Kaarlo Keihäs	9
Hemmo Kallio	Knut Weckman	9
Eliel Aspelin	Mikael Johnsson	9
Eliel Aspelin	O. Relander	9
Kaarle Krohn	Valfrid Vasenius	9
John Tornberg	Sven Duva	9
Emil Ljungberg	John Good	9
Emil Ljungberg	José Febrer	9
Le Havressa	Salvador Talavera	9
Juhani Aho	Otto Tuomi	9
Antti Suomalainen	Jonas Castren	9
Kaarlo Keihäs	Mimmi Lähdeoja	9
Kaarlo Keihäs	Otto Närhi	9
Ida Aalberg	Niilo Sala	9
Alvar IVlalén	Rosina Heikel	9
Julius Krohn	Nestor Järvi	9
Georg Bergh	La Roda	9
Onni Hallsten	SAMULI SABIO	9
Jaakko Päivärinta	Julius Krohn	9
Carl Mannerheim	Mauritz Hallberg	9
A. Karhu	Alfred Ruotzi	9
A. Almberg	O. Faw6n	9
Alejandro Andersen	John Good	9
Knut Weckman	Oskari Salo	9
Ewert Suonio	Hemmo Kallio	9
