Source	Target	Weigth
Amelie Lundahl	Hanna Rönnberg	9
Karin Fontell	Karl Vidbom	9
Anton Lindebergin	Kustaa Ojasen	9
Edvard Po-	Gunnar Hjelt	9
Henrik Ibsen	Ida Aalbergin	9
Weckström Joensuu	Victor Ek	9
Eero Järnefelt	Hanna Rönnberg	9
Jaakko Forsman	O. Fawsn	9
Jaakko Forsman	O. Hallsten	9
Adolf Lindfors	Olga Salo	9
Adolf Lindfors	Knut Weckman	9
Tyyni Arkangeli	Tyyni Petroskoi	9
Kustavi Grotenfelt	Santeri Saarinen	9
Lucina Hagman	Mikael Johnsson	9
Eino Salmela	Ewert Suonio	9
John Good	Poika Hullissa	9
Boada Hermanos	Salvador Talavera	9
Boada Hermanos	Georg Bergh	9
Boada Hermanos	La Roda	9
Boada Hermanos	José Febrer	9
Karl Boström	La Roda	9
Edvard Polo	Johannes Pesonen	9
Verner Palander	Wilhelm Rothe	9
Edvard Poldn	John Svanljung	9
Emil Falck	Otto Närhi	9
Emil Falck	Kaarle Halme	9
Emil Falck	Olga Leino	9
A. Vartiainen	Jaakko Forsman	9
Gösta Cederberg	Robbi Karvonen	9
Olga Salo	Oskari Salo	9
Lars Krogius	W. Roos	9
Lars Krogius	O. Brunström	9
J Petrell	J. Tornberg	9
A. Lindfors	A. Lunden	9
Aili Järnefelt	Helmi Krohn	9
Arvid Järnefelt	Samuel Cröell	9
Alfred Ruotzi	Matti Kekki	9
Akseli Järnefelt	Liina Enroth	9
Mimmi Lähdeoja	Olga Salo	9
A. Lunden	J. Tornberg	10
A. Lunden	Lars Krogius	10
A. Lunden	U. Baarman	10
Gunnar Hjelt	Verner Palander	10
Gunnar Hjelt	Wilhelm Kothe	10
Eliel Aspelin	Santeri Ingman	10
Eliel Aspelin	Emil Lasfinen	10
Eliel Aspelin	Lucina Hagman	10
Eliel Aspelin	Minna Canth	10
Eliel Aspelin	Yrjö Koskinen	10
Mikael Johnsson	Valfrid Vasenius	10
Kaarle Krohn	Mikael Johnsson	10
Gösta Sundman	Karl Hammar	10
John Tornberg	Victor Ek	10
Juho Vesa	Santeri Ingman	10
A. Vaenerberg	Axel Lille	10
Ludvig Hjelt	Verner Påtänder	10
Antti Suomalainen	Bertil af Björksten	10
Axel Pihlgren	Victor Karlson	10
A. Noponen	Santeri Saarinen	10
Matti Kekki	Paul Wahl	10
Alvar IVlalén	Edvard Polo	10
A. Kohonen	O. Faw6n	10
Alli Nissinen	Armas Järnefelt	10
Bertil af Björkesten	Vilho Selin	10
A. Almberg	A. Noponen	10
Johannes Pesonen Viipuri	Jonas Castren	10
Aleksis Kivi	Hemmo Kallio	10
Alejandro Andersen	Boada Hermanos	10
Alejandro Andersen	Karl Boström	10
Alejandro Andersen	Georg Bergh	10
Hanna Rönnberg	Sigrid Granfelt	10
Tyyni Hankoniemi	Tyyni Sortavala	10
Ewert Suonio	Otto Närhi	10
Emil Lasfinen	Santeri Saarinen	10
Verner Falander	Vilho Selin	10
Hermann Sudermann	Irene Mendelin	10
B. Nyberg	Lars Krogius	10
Henrik Ibsen	Teuwo Pakkala	10
Edvard Pol	Johannes Pesonen Viipuri	10
Jaakko Forsman	Lucina Hagman	10
Alvar Wlalén	John Svanljung	10
Adolf Lindfors	Aleksis Rautio	10
Albert Edelfelt	Juhani Aho	10
Hrat John	La Roda	10
Kaarle Halme	Otto Närhi	10
Kaarle Halme	Knut Weckman	10
Antonio Blasco	Emil Ljungberg	10
Tyyni Kuopio	Tyyni Tampere	10
Pennanen Kesälahti	W. Cou-	10
Eino Salmela	Otto Närhi	10
Alvar Wialén	Edvard Polo	10
AKSEL LILIUS	Y. LÖFGREN	10
A. Nyström	H. Eklund	10
Ilmari Krohn	Mikko Nyberg	10
Ilmari Krohn	Jaakko Forsman	10
Boada Hermanos	Hrat John	10
Katri Rautio	Knut Weckman	10
Emil Falck	Olga Salo	10
Emil Falck	Oskari Salo	10
Olga Salo	Otto Närhi	10
Lars Krogius	Poika Hullissa	10
Lars Krogius	Weckström Joensuu	10
J Petrell	O. Brunström	10
Sven Duva	Victor Eki	10
Arvid Järnefelt	Kalle Koski	10
Ellen Thesleff	Sigrid Granfelt	10
Emil Hagelbergin	Emil Wesanderin	10
Mimmi Lähdeoja	Otto Närhi	10
Emil Snellman	Kaarlo Castren	11
Gunnar Hjelt	J. Pesonen	11
Gunnar Hjelt	Wilhelm Roth	11
Aleksis Rautio	Knut Weckman	11
AINO Terva	Lars Krogius	11
Hemmo Kallio	Mimmi Lähdeoja	11
Juhani Aho	Karl A. Tavaststjerna	11
Antti Suomalainen	Wilhelm Rothe	11
Armas Järnefelt	Maikki Pakarinen	11
Oskari Salo	Otto Närhi	11
Ida Aalberg	Kirsti Fleming	11
Alvar IVlalén	Ernst Borenius	11
Georg Bergh	Salvador Talavera	11
Georg Bergh	Hrat John	11
A. Kohonen	Emil Lassi	11
Alli Nissinen	Emil Lasfinen	11
Alli Nissinen	Lucina Hagman	11
Axel Ahlqvist	Konrad Sundman	11
Axel Ahlqvist	Felix Skogster	11
La Roda	Lars Krogius	11
A. Almberg	Liina Enroth	11
A. Almberg	Kustavi Grotenfelt	11
A. Almberg	Teuwo Pakkala	11
Alejandro Andersen	Salvador Talavera	11
Alejandro Andersen	René Arquis	11
Alejandro Andersen	José Febrer	11
Emil Lassi	Jaakko Forsman	11
Emil Lasfinen	Liina Enroth	11
Aksel Alander	Antti Suomalainen	11
Henrik Ibsen	Ida Aalberg	11
Karl Smedmanin	Lauri Pelkonen	11
Alvar Wlalén	T:ri Ekholm	11
Eino Salmela	Oskari Salo	11
Eino Salmela	Hemmo Kallio	11
Santeri Saarinen	Yrjö Koskinen	11
John Sjödahl	Karin Fontell	11
Verner Palander Vara	Vilho Selin	11
Karl Boström	Poika Hullissa	11
Wilhelm Kothe	Vilho Selin	11
John Svanljung	T:ri Borenius	11
Tyyni Tyyni	Tyyni Tyyni Tyyni	11
O. Faw6n	Santeri Saarinen	11
Kasimir Leino	Santeri Ingman	11
Kasimir Leino	Minna Canth	11
Akseli Järnefelt	Kustavi Grotenfelt	11
Akseli Järnefelt	Eliel Aspelin	11
Gunnar Hjelt	Wilhelm Bothe	12
Aleksis Rautio	Olga Salo	12
Aleksis Rautio	Oskari Salo	12
Eliel Aspelin	Emil Lassi	12
Bertil af Bjorkesten	Wilhelm Rothe	12
Antti Suomalainen	Verner Palander	12
A. Noponen	Teuwo Pakkala	12
A. Noponen	Liina Enroth	12
Axel Ahlqvist	Hrat P.	12
Jaakko Päivärinta	Nestor Järvi	12
Tyyni Sortavala	Tyyni Tampere	12
H. Eklund	Victor Ek	12
Alejandro Andersen	Antonio Blasco	12
Alejandro Andersen	Le Havressa	12
Alejandro Andersen	Emil Ljungberg	12
Emil Lasfinen	Jaakko Forsman	12
Aksel Alander	Uno Boehm	12
Charles Dickens	Paul Heyse	12
H. Granberg	J Petrell	12
Hedda Gabler	Ida Aalberg	12
Eero Järnefelt	Pekka Halonen	12
José Febrer	Lars Krogius	12
Jaakko Forsman	O. Relander	12
Adolf Lindfors	Emil Falck	12
Antonio Blasco	Salvador Talavera	12
Antonio Blasco	Hrat John	12
Antonio Blasco	Charles Scholl	12
Kustavi Grotenfelt	Teuwo Pakkala	12
Kustavi Grotenfelt	Liina Enroth	12
Santeri Saarinen	Teuwo Pakkala	12
Boada Hermanos	Lars Krogius	12
Edvard Poldn	Gunnar Hjelt	12
Liina Enroth	Yrjö Koskinen	12
Lars Krogius	O. Tornberg	12
Charles Scholl	José Febrer	12
Akseli Järnefelt	A. Lilius	12
Akseli Järnefelt	A. Noponen	12
A. Lilius	Teuwo Pakkala	13
Aleksis Rautio	Otto Närhi	13
Otto Westphal	Robbi Karvonen	13
Eliel Aspelin	Kaarle Krohn	13
Eliel Aspelin	Teuwo Pakkala	13
Eliel Aspelin	O. Faw6n	13
Ludvig Hjelt	Vilho Selin	13
Wäinö Wallin	Y. LÖFGREN	13
A. Noponen	Kustavi Grotenfelt	13
Pehr Brahe	Victor Ek	13
Georg Bergh	John Good	13
A. Kohonen	Teuwo Pakkala	13
A. Kohonen	Yrjö Koskinen	13
A. Kohonen	Akseli Järnefelt	13
Onni Hallsten	WILHO SOIXI	13
Bertil af BjSrkesten	Wilhelm Rothe	13
Victor Ek	Victor Eki	13
Rosina Heikel	T:ri Ekholm	13
A. Almberg	A. Lilius	13
H. Eklund	Sven Duva	13
Alejandro Andersen	Charles Scholl	13
O. Tornberg	U. Baarman	13
B. Nyberg	U. Baarman	13
Julius Osberg	Karl Söderman	13
A. Kontunen	Lars Krogius	13
Eero Järnefelt	Juhani Aho	13
José Febrer	Karl Boström	13
José Febrer	Salvador Talavera	13
Alvar Wlalén	T:ri Borenius	13
Antonio Blasco	Boada Hermanos	13
Ernst Borenius	T:ri Ekholm	13
Alarik Hemberg	Edvard Polo	13
Gösta Cederberg	Otto Westphal	13
Charles Scholl	Hrat John	13
Akseli Järnefelt	Jaakko Forsman	13
Akseli Järnefelt	Alli Nissinen	13
Eino Leino	Kyösti Larson	13
Eino Leino	Santeri Ingman	13
A. Lilius	A. Noponen	14
Aleksis Rautio	Kaarle Halme	14
Eliel Aspelin	Johannes Takanen	14
Eliel Aspelin	Ilmari Krohn	14
Johannes Takanen	Werner Holmberg	14
A. Noponen	Eliel Aspelin	14
A. Kohonen	A. Noponen	14
Alli Nissinen	Emil Lassi	14
U. Baarman	Victor Eki	14
O. Tornberg	Victor Ek	14
Charles Dickens	Emil af Hällström	14
Uno Boehm	Verner Palander	14
Emil Malmberg	Ernst Borenius	14
Tyyni Kuopio	Tyyni Sortavala	14
Edvard Polo	T:ri Ekholm	14
Emil Falck	Hemmo Kallio	14
Emil Wesanderin	Kustaa Ojasen	14
Lars Krogius	Victor Eki	14
Charles Scholl	Emil Ljungberg	14
Elias Lönnrot	Sven Dufva	14
A. Lilius	Kustavi Grotenfelt	15
Gunnar Hjelt	Valter Hordlund	15
Aleksis Rautio	Emil Falck	15
Gösta Sundman	T:ri Borenius	15
Emil Ljungberg	Lars Krogius	15
Ludvig Hjelt	Uno Boehm	15
Julius Krohn	Kaarle Krohn	15
A. Kohonen	Kustavi Grotenfelt	15
Alli Nissinen	Yrjö Koskinen	15
A. Almberg	Santeri Saarinen	15
Aksel Alander	Wilhelm Rothe	15
B. Nyberg	Victor Ek	15
Arvid Lunden	J Petrell	15
Jaakko Forsman	Teuwo Pakkala	15
Jaakko Forsman	Yrjö Koskinen	15
Jaakko Forsman	O. Faw6n	15
Alvar Wlalén	Emil af Forselles	15
Hrat John	Lars Krogius	15
Boada Hermanos	Karl Boström	15
Karl Boström	Theodor Möller	15
Alarik Hemberg	Wilhelm Rothe	15
Karl Hammar	T:ri Borenius	15
Emil af Forselles	John Svanljung	15
Hemmo Kallio	Otto Närhi	16
John Tornberg	U. Baarman	16
Bertil af Björksten	J. Pesonen	16
Alfred de Vigny	Walter Scott	16
H. Eklund	U. Baarman	16
Wilhelm Bothe	Vilho Selin	16
Jaakko Forsman	Kustavi Grotenfelt	16
Antonio Blasco	La Roda	16
A. Nyström	Victor Ek	16
Charles Scholl	Georg Bergh	16
Charles Scholl	John Good	16
Elias Lönnrot	Oskar Castren	16
A. Lunden	John Tornberg	17
Aleksis Rautio	Hemmo Kallio	17
Alli Nissinen	Kustavi Grotenfelt	17
B. Nyberg	John Tornberg	17
Albert Edelfelt	Eero Järnefelt	17
Antonio Blasco	Lars Krogius	17
Antonio Blasco	José Febrer	17
Karl Boström	Viktor Ek	17
John Svanljung	Rosina Heikel	17
Paul Wahl	Pennanen Kesälahti	17
Eliel Aspelin	Werner Holmberg	18
Eliel Aspelin	Kustavi Grotenfelt	18
John Tornberg	O. Tornberg	18
John Tornberg	Victor Eki	18
A. Noponen	Jaakko Forsman	18
Georg Bergh	José Febrer	18
A. Almberg	Alli Nissinen	18
Aksel Alander	Bertil af Björksten	18
Aksel Alander	Gunnar Hjelt	18
Antonio Blasco	Georg Bergh	18
Antonio Blasco	Karl Boström	18
Edvard Polo	Gösta Sundman	18
A. Lilius	Santeri Saarinen	19
Gunnar Hjelt	Johannes Pesonen Viipuri	19
Minna Canth	Santeri Ingman	19
Onni Hallsten	Y. LÖFGREN	19
Bertil af Björkesten	Wilhelm Rothe	19
A. Almberg	A. Kohonen	19
Jonas Castren	Wilhelm Rothe	19
Kalle Koski	Leo Tolstoi	19
Karl Boström	Victor Ek	19
Edvard Polo	T:ri Borenius	19
Mark Twain	TOM SAVYER	19
Eino Leino	Juhani Aho	19
A. Lilius	Eliel Aspelin	20
Ida Aalberg	Ida Aalbergin	20
Alli Nissinen	A. Noponen	20
Alli Nissinen	Teuwo Pakkala	20
Alvar Wlalén	Gösta Sundman	20
Joh. Gust	Karl Boström	20
Liina Enroth	Santeri Saarinen	20
J Petrell	Lars Krogius	20
Emil af Forselles	T:ri Borenius	20
Eino Leino	Kasimir Leino	20
A. Lunden	H. Eklund	21
Gunnar Hjelt	Uno Boehm	21
Gunnar Hjelt	John Svanljnug	21
Johannes Pesonen Viipuri	Valter Nordlund	21
Jonas Castren	Uno Boehm	21
A. Lilius	Liina Enroth	22
Eliel Aspelin	Liina Enroth	22
John Tornberg	Lars Krogius	22
Bertil af Björksten	Uno Boehm	22
Ludvig Hjelt	Verner Palander	22
Antti Suomalainen	Gunnar Hjelt	22
Georg Bergh	Karl Boström	22
H. Eklund	Lars Krogius	22
Edvard Polo	Emil af Forselles	22
Elis Bergroth	Frans Nordlund	22
John Starck	Kaarlo Nygren	22
Charles Scholl	Lars Krogius	22
Arvid Järnefelt	Leo Tolstoi	22
Jonas Gastrén	Wilhelm Rothe	23
Rosina Heikel	T:ri Borenius	23
Akseli Lilius	WILHO SOINI	23
A. Almberg	Eliel Aspelin	23
Ernst Borenius	Karl Hammar	23
Edvard Polo	Wilhelm Rothe	23
Alarik Hemberg	Uno Boehm	23
Alarik Hemberg	Antti Suomalainen	23
Charles Scholl	Joh. Gust	23
Juhani Aho	Kasimir Leino	24
A. Kohonen	A. Lilius	24
Aksel Alander	Vilho Selin	24
Aksel Alander	Jonas Castren	24
Emil Wallin	Vilho Selin	24
Jonas Castren	J. Pesonen	24
Edvard Polo	Jonas Gastrén	24
A. Kohonen	Liina Enroth	25
A. Kohonen	Santeri Saarinen	25
Hrat John	Karl Boström	25
Lars Krogius	Pehr Brahe	25
John Tornberg	Viktor Norring	26
Juhani Aho	Minna Canth	26
H. Eklund	Victor Eki	26
Antti Jalava	Edvard Toth	26
Oskar Merikanto	Teuwo Pakkala	26
Feodor Kiseleff	Hugo Björkell	26
Emil af Forselles	Rosina Heikel	26
Uno Boehm	Vilho Selin	27
Axel Jägerroos	Petter Parviainen	27
Verner Palander	Vilho Selin	27
Lars Krogius	Oskar Hakuikä	27
A. Lindfors	Edwin Hjelt	27
Georg Bergh	Lars Krogius	28
A. Almberg	Jaakko Forsman	28
H. Eklund	John Tornberg	28
Jonas Castren	Sakari Castren	28
A. Lilius	Alli Nissinen	29
A. Lilius	Jaakko Forsman	29
A. Lunden	B. Nyberg	29
Alli Nissinen	Liina Enroth	29
Jaakko Forsman	Liina Enroth	29
Alli Nissinen	Santeri Saarinen	30
Carl Mannerheim	Carl Nummelin	30
Alvar Wlalén	Rosina Heikel	30
Eliel Aspelin	Santeri Saarinen	31
A. Kohonen	Eliel Aspelin	32
A. Lunden	O. Tornberg	33
A. Nyström	Lars Krogius	33
Edvard Polo	Emil Malmberg	33
B. Nyberg	Victor Eki	34
John Good	Lars Krogius	34
Mauritz Hallberg	Otto Ehrström	34
Alli Nissinen	Eliel Aspelin	36
John Good	Karl Boström	36
A. Lunden	Victor Eki	37
Juhani Aho	Santeri Ingman	37
Ernst Borenius	John Svanljung	37
O. Tornberg	Victor Eki	38
Jaakko Forsman	Santeri Saarinen	38
Ernst Borenius	Gösta Sundman	38
Edvard Polo	Johannes Pesonen Viipuri	38
Emil af Forselles	Ernst Borenius	38
A. Kohonen	Alli Nissinen	39
B. Nyberg	O. Tornberg	39
H. Granberg	Viktor Norring	39
Alvar Wlalén	Ernst Borenius	40
Alvar Wlalén	Edvard Polo	40
AKSEL LILIUS	WILHO SOINI	40
Edvard Polo	Rosina Heikel	40
Alarik Hemberg	Bertil af Björksten	41
Alarik Hemberg	Jonas Castren	41
Aksel Alander	Alarik Hemberg	42
B. Nyberg	H. Eklund	42
Ernst Hedman	Viktor Norring	43
J. Tornberg	Viktor Norring	43
Alarik Hemberg	Vilho Selin	44
Ernst Borenius	T:ri Borenius	45
Charles Scholl	Karl Boström	45
Bertil af Björksten	Gunnar Hjelt	46
A. Kohonen	Jaakko Forsman	46
Alli Nissinen	Jaakko Forsman	49
Ernst Hedman	H. Granberg	49
Antti Suomalainen	Vilho Selin	50
Eliel Aspelin	Jaakko Forsman	51
WILHO SOINI	Y. LÖFGREN	51
Ernst Hedman	J. Tornberg	52
Gunnar Hjelt	Wilhelm Rothe	53
Ernst Borenius	Rosina Heikel	55
Jonas Castren	Vilho Selin	59
Edvard Polo	Valter Nordlund	63
Edvard Polo	Jonas Castren	63
Edvard Polo	Vilho Selin	64
Bertil af Björksten	Jonas Castren	69
H. Granberg	J. Tornberg	72
H. Eklund	O. Tornberg	74
Karl Boström	Lars Krogius	83
Jonas Gastrén	Vilho Selin	90
Samuli Sario	Wäinö Wallin	93
Onni Hallsten	Wäinö Wallin	96
Alarik Hemberg	Gunnar Hjelt	96
Gunnar Hjelt	Jonas Gastrén	104
Edvard Polo	John Svanljnug	104
Jonas Castren	Valter Nordlund	113
Lars Krogius	Victor Ek	114
Wilhelm Rothe	Vilho Selin	124
Edvard Polo	Ernst Borenius	124
Edvard Polo	John Svanljung	130
WILHO SOINI	Wäinö Wallin	133
Gunnar Hjelt	Jonas Castren	166
Gunnar Hjelt	Vilho Selin	177
Gunnar Hjelt	Valter Nordlund	199
Samuli Sario	WILHO SOINI	236
Edvard Polo	Gunnar Hjelt	258
Onni Hallsten	Samuli Sario	266
Onni Hallsten	WILHO SOINI	378
