Source	Target	Weigth
Elias Lönn	Elias Lönnrot	5
Karl Liljeqvist	Lars Krogius	5
Carl Lindström	Oscar Andersson	5
Eino Salmela	Hanna Granfelt	5
Eino Salmela	Jussi Snellman	5
Eliel Aspelin	I. Ailio	5
Aleksis Rautio	Alma Auer	5
Aleksis Rautio	Oskari Salo	5
Aleksis Rautio	Lilli Högdahl	5
J. Pesonen	Uno Nyberg	5
Elli Tompuri	Helmi Helenius	5
Eero Järnefelt	Pekka Halonen	5
Antero Arho	Verner Palanrter Vara	5
Anna Parwiainen	Mauri Hell	5
Anna Parwiainen	Mauri HelUlen	5
Fredrik Pacius	Jalmari Finne	5
Wäinö Hämäläinen	Yrjö Weil	5
Karl Boström	Poseidon Turku	5
Helmi Tähtinen	Knut Veckman	5
Helmi Tähtinen	Oskari Salo	5
Hanna Granfelt	Helmi Helenius	5
Hanna Granfelt	Helmi Tähtinen	5
Hanna Granfelt	Hemmo Kallio	5
Karl Andersson	Sven Dufva	5
Knut Veckman	Olga Leino	5
Knut Veckman	Otto TuuloS	5
Knut Veckman	Mimmi Lähdeoja	5
Juhani Aho	Selma Lagerlöf	5
Helmi Helenius	Olga Salo	5
U. Kohonen	Yrjö- Koskinen	5
Elli Malm	Jussi Snellman	5
Albin Jansson	Oscar Andersson	5
Kustawi Grotenfelt	Santeri Saarinen	5
Elias Lönnrot	Emil Vikström	5
Elias Lönnrot	Juhani Aho	5
Fritz Geitlin	Niilo Helander	5
Jaakko Gummerus	Lauri Ingman	5
A. Ojaperä	O. Merikanto	5
Carl Lindelöf	Robert Kajanus	5
Emil Snellman	Verner Palamler Vara	5
Emil Snellman	Vilho Selif	5
SAMULI SABIO	VILHO SOIM	5
Lilli Högdahl	Otto Närhi	5
Jussi Snellman	Olga Salo	5
Aksel Alander	VILHO SOINI	5
Aksel Alander	Georg Jägerhorn	5
Aksel Alander	Alfred Meurman	5
Aino Kallas	Eino Leino	5
Santeri Ingman	Verner Söderhjelm	5
A. Almberg	Eliel Aspelin	5
Mikael Johnsson	Verner Söderhjelm	5
Kaapo Engberg	Wäinö Hämäläinen	5
Artur Hilden	Vilho Selifheimo	5
Alfred Meurman	Fritz Wiik	5
Alfred Meurman	Rudolf Jack	5
Elise Littson	Erkki Melartin	5
Johannes Linnakoski	Maila Talwio	5
Johannes Linnakoski	Mikael Johnsson	5
Aapo Pihlajamäki	Mimmi Lähdeoja	5
Aapo Pihlajamäki	Olga Leino	5
Artur Hiisi	Hämeenlinna Johm	5
Alfred JUeurman	Verner Påtänder	5
A. Lindfors	A. Ojaperä	5
Georg Jensen	Mary von Haartman	5
Ludvig Hjelt	Verner Pala	5
Kaarle Halme	Otto Närhi	5
Ida Brander	Katri Rautio	5
Arvid Järnefelt	Johannes Linnakoski	5
Teuwo Pakkala	Yrjö- Koskinen	5
Armas Järnefelt	Erkki Melartin	5
Armas Järnefelt	Maikki Järnefelt	5
Joel Hast	Otto Evander	5
Joel Hast	Juho Wirtanen	5
Alli Hilden	Elli Malm	5
Alli Hilden	Alma Auer	5
Leo Tolstoi	Martti Vuori	5
Ojanperä Oikokatu	Otto Evander	5
Juho Wirtanen	Otto Evander	5
Juho Wirtanen	Ojanperä Oikokatu	5
Bertha Roos	Niilo Helander	5
Gunnar Hjelt	Verner Påtänder	5
Aksel Castren	Georg Jägerhorn	6
Hemmo Kallio	Uuno Salmela	6
Anton Ståhlberg	Heikki Seppälä	6
A. Noponen	Kustawi Grotenfelt	6
Sven Dufva	Victor Grandell	6
Alma Auer	Elli Malm	6
Emil Falck	Otto Närhi	6
Adolf Lindfors	Emil Falck	6
Adolf Lindfors	Eino Salmela	6
G. Jensen	John Pettersson	6
Enni Vallin	Vilho Selin	6
Anna Manner	Hilja Sjöberg	6
Erkki Melartin	Oskar Merikanto	6
Ellen TheSleff	Maria Wiik	6
Eero Alpi	Kaarle Halme	6
Eino Leino	Santeri Ingman	6
Ilmari Krohn	Mikael Nyberg	6
Artur Grönberg	Leopold Lerche	6
Hannes Gebhard	Santeri Ingman	6
Jalo Kalima	Leo Tolstoi	6
ONNI HALLSTEN	SAMULI BARIO	6
Anni Kalliokoski	Lydia Valjakka	6
Maila Talwio	Santeri Alkio	6
Axel Ahlberg	Emil Falck	6
Arthur Lindfors	Lars Krogius	6
Katri Rautio	Mimmi Lähdeoja	6
Katri Rautio	Otto Närhi	6
Katri Rautio	Oskari Salo	6
August Ramsay	Leopold Lerche	6
Eero Kilpi	Mimmi Lähdeoja	6
Eero Kilpi	Eino Salmela	6
Oskari Salo	Otto Närhi	6
Arvi Grotenfelt	Santeri Alkio	6
Eino Salmela	Helmi Helenius	6
Eino Salmela	Katri Rautio	6
Eino Salmela	Helmi Tähtinen	6
Eino Salmela	Lilli Högdahl	6
Eliel Aspelin	Yrjö- Koskinen	6
Eliel Aspelin	Teuwo Pakkala	6
Eliel Aspelin	Santeri Ingman	6
Aleksis Rautio	Emil Falck	6
Eero Järnefelt	Maria Wiik	6
Antero Arho	Fritz Wiik	6
Anna Parwiainen	Mauri Hari	6
Anna Parwiainen	Mami Hailea	6
Anna Parwiainen	Mauri Harlea	6
Anna Parwiainen	Mauri Ilari	6
Anna Parwiainen	Hilja Sjöberg	6
Aino Malmberg	Arvid Järnefelt	6
John Diftmar	J. Pesonen	6
Helmi Tähtinen	Jussi Snellman	6
Helmi Tähtinen	Lilli Högdahl	6
Knut Veckman	Olga Salo	6
Helmi Helenius	Mimmi Lähdeoja	6
Helmi Helenius	Hemmo Kallio	6
Helmi Helenius	Olga Leino	6
Helmi Helenius	Kirsti Suonio	6
Elli Malm	Knut Veckman	6
Elli Malm	Hanna Granfelt	6
Emil Vallin	Verner Pala	6
Emil Vallin	Fritz IViikin	6
Elias Lönnrot	Martti Luther	6
Fritz Geitlin	Georg Jensen	6
Vilhelm Rohte	Vilho Selif	6
Carl Nummelin	Georg Estlander	6
Juho Ojander	Ojanperä Oikokatu	6
Juho Ojander	Otto Evander	6
Jussi Snellman	Mimmi Lähdeoja	6
Aksel Alander	Verner Påtänder Vara	6
Aksel Alander	John Dittmar	6
Aksel Alander	Emil Vallin	6
Aksel Alander	Ludvig Hjelt	6
Ingrid Strengell	Tri Artur	6
Aino Kallas	Helmi Setälä	6
Alma Lönnberg	Ingrid Strengell	6
Otto A. Seppänen	Otto Vannas	6
Mikael Johnsson	Santeri Alkio	6
Aksel Alander'in	Victor Ek	6
Artur Hilden	Vilho Seiinheimo	6
Artur Hilden	Hämeenlinna Jo	6
Axel JSgerroos	Petter Parviainen	6
Hämeenlinna Joh.	VÄINÖ AURANEN	6
Antti Jalava	Edvard Totb	6
Hilda Pihlajamäki	Olga Salo	6
Johannes Linnakoski	Santeri Alkio	6
Artur Hiisi	Hämeenlinna Joh.	6
Alfred JUeurman	Gunnar Hjelt	6
Georg Jensen	Niilo Helander	6
Arvid Järnefelt	Teuwo Pakkala	6
Heikki Ojasuu	Kaarle Krohn	6
Joel Hast	Juho Ojander	6
Alli Hilden	Otto TuuloS	6
Alfred de	Walter Scott	6
Kirsti Suonio	Otto Närhi	6
Antero Arto	Vilho Selin	6
Johan Henrik	Maila Talwio	6
Ewert Suonio	Hemmo Kallio	7
Maria Laine	Miina Sillanpää	7
Otto Närhi	Otto TuuloS	7
Kaarlo Hammar	Lauri Soini	7
Kasimir Leino	Klaus Fleming	7
Hemmo Kallio	Kirsti Suonio	7
H. Klemetti	Yrjö- Koskinen	7
A. Noponen	Yrjö- Koskinen	7
Emil Falck	Knut Veckman	7
Emil Falck	Ewert Suonio	7
Emil Falck	Oskari Salo	7
Jonas Castren	Vilhelm Rohte	7
Axel Jfigerroos	Petter Parviainen	7
Adolf Lindfors	Hemmo Kallio	7
Matilda von	Robert Blomqvist	7
Rudolf Jack	Verner Palander Vara	7
Lars Krogius	Viktor Marklund	7
Eino Leino	Helmi Setälä	7
Mary von Haartman	Niilo Helander	7
Katri Rautio	Lilli Högdahl	7
Katri Rautio	Olga Leino	7
Karl Liljeqvist	Viktor Marklund	7
Eino Salmela	Otto TuuloS	7
Eino Salmela	Ewert Suonio	7
Eino Salmela	Oskari Salo	7
Antton Soinne	Knut Tötterman	7
Aleksis Rautio	Mimmi Lähdeoja	7
Aleksis Rautio	Elli Malm	7
Aleksis Rautio	Olga Leino	7
Antero Arho	Otto Tanner	7
Jalmari Aalberg	Leo Tolstoi	7
John Diftmar	Jonas Castren	7
Helmi Tähtinen	Otto Närhi	7
Knut Veckman	Otto Närhi	7
Helmi Helenius	Lilli Högdahl	7
Elli Malm	Emil Falck	7
Elli Malm	Otto Närhi	7
Emil Vallin	Vilhelm Bohte	7
Kustawi Grotenfelt	Yrjö- Koskinen	7
O. Tornberg	Sven Dufva	7
Juho Ojander	Juho Wirtanen	7
Lilli Högdahl	Mimmi Lähdeoja	7
Lilli Högdahl	Olga Salo	7
Jussi Snellman	Knut Veckman	7
Hilda Käkikoski	Vilho Reima	7
Otto A. Seppänen	Valde Hirvikanna	7
SAMULI SAKIO	VILHO SOINI	7
Kaapo Engberg	Yrjö Weil	7
Eino Nyyssölä	Otto Tanner	7
Eino Nyyssölä	Otto Weckman	7
Artur Hilden	Valde Hirvikanna	7
Artur Hilden	Otto A. Seppänen	7
Alfred Meurman	Verner Palanrter Vara	7
Alfred Meurman	Vilho Selif	7
Verner Breitholtz	Vilho Selin	7
Aapo Pihlajamäki	Teppo Raikas	7
Aapo Pihlajamäki	Eero Kilpi	7
Ludvig Hjelt	Vilhelm Itohte	7
Johan Wilhelm Snellman	Maila Talwio	7
Bertha Hidénin	Tri O.	7
Olga Leino	Olga Salo	7
Joel Hast	Ojanperä Oikokatu	7
Elise Llttson	Erkki Melartin	7
Aleksis Kivi	Hemmo Kallio	8
Jean Sibelius	Oskar Merikanto	8
Verner Pala	Vilho Selin	8
Hemmo Kallio	Otto TuuloS	8
Hemmo Kallio	Jussi Snellman	8
Hemmo Kallio	Oskari Salo	8
Hemmo Kallio	Knut Veckman	8
Fritz Wiik	Otto Tanner	8
Alma Auer	Olga Leino	8
Emil Falck	Lilli Högdahl	8
Otto Tanner	Otto Weckman	8
Artur Grönberg	August Ramsay	8
ONNI HALLSTEN	VILHO SOIM	8
Hulda Fröjdmanin	Tri O.	8
Axel Ahlberg	Hemmo Kallio	8
Arthur Hjelt	Lauri Ingman	8
Eero Kilpi	Olga Leino	8
Eero Kilpi	Olga Salo	8
Arvi Grotenfelt	Johannes Linnakoski	8
Leo Funtek	Robert Kajanus	8
Aleksis Rautio	Olga Salo	8
J. Pesonen	Vilhelm Rohte	8
Anna Parwiainen	Mauri Heli	8
Helmi Tähtinen	Olga Leino	8
Juhani Aho	Paavo Cajander	8
Elli Malm	Helmi Helenius	8
Elli Malm	Mimmi Lähdeoja	8
Elli Malm	Helmi Tähtinen	8
Elli Malm	Kirsti Suonio	8
Albin Jansson	Carl Lindström	8
Hugo Sjöblom	Karl Boström	8
Jaakko Ilkka	Klaus Fleming	8
Verner Palander	Vilhelm Bohte	8
Emil Snellman	Verner Palander Vara	8
SAMULI SABIO	Y. LÖFGREN	8
Hämeenlinna Joh.	Paawo Paloheimo	8
Alfred Meurman	Jonas Castren	8
Alfred Meurman	J. Pesonen	8
Alfred Meurman	Vilhelm Bohte	8
Antti Jalava	Yrjö- Koskinen	8
Aapo Pihlajamäki	Emil Falck	8
Einar Hänninen	Otto Weckman	8
Armas Järnefelt	Jean Sibelius	8
Kirsti Suonio	Oskari Salo	8
John Bergh	Juho A. Lampén	9
Oskar Merikanto	Wäinö Sola	9
Hemmo Kallio	Katri Rautio	9
Olga Salo	Otto Närhi	9
Emil Falck	Helmi Helenius	9
Emil Falck	Helmi Tähtinen	9
Mimmi Lähdeoja	Otto Närhi	9
Jonas Castren	Verner Palander	9
Otto Tanner	Otto Vannas	9
Anna Manner	Anna Parwiainen	9
Albert Edelfelt	Eero Järnefelt	9
Arvid Sonrander	Kaarlo Fröjdman	9
Aleksis Rautio	Eino Salmela	9
Aleksis Rautio	Hemmo Kallio	9
J. Pesonen	Verner Palander	9
Anna Parwiainen	Mauri Hartea	9
Helmi Tähtinen	Mimmi Lähdeoja	9
Helmi Tähtinen	Hemmo Kallio	9
Juhani Aho	Minna Canth	9
Elli Malm	Olga Salo	9
Elli Malm	Lilli Högdahl	9
Elli Malm	Olga Leino	9
Emil Vallin	Jonas Castren	9
Emil Vallin	J. Pesonen	9
Emil Vallin	Vilho Selif	9
Axel Jägerroos Viipuri	Petter Parviainen	9
Aleks Auvinen	Axel Jägerroos Viipuri	9
Aleks Auvinen	Axel Jägerroos	9
Jaakko Ilkka	Kasimir Leino	9
Emil Snellman	Verner Påtänder Vara	9
Aksel Alander	Otto Tanner	9
Aksel Alander	Emil Snellman	9
Johan Ludvig Runeberg	Maila Talwio	9
Olga Leino	Otto Närhi	9
Fritz IViikin	Vilho Selin	9
Emil Falck	Mimmi Lähdeoja	10
Emil Falck	Jussi Snellman	10
Mimmi Lähdeoja	Olga Salo	10
Jonas Castro	Sakari Castren	10
Heikki Imberg	SAMULI BARIO	10
Ilmari Krohn	Kaarle Krohn	10
Karl Lilje	Lars Krogius	10
Eero Kilpi	Jussi Snellman	10
Eero Kilpi	Helmi Tähtinen	10
Eero Kilpi	Hemmo Kallio	10
Otto Weckman	VÄINÖ AURANEN	10
Eino Salmela	Mimmi Lähdeoja	10
Eino Salmela	Elli Malm	10
Eino Salmela	Kirsti Suonio	10
Eino Salmela	Otto Närhi	10
Eliel Aspelin	Kustawi Grotenfelt	10
Aleksis Rautio	Otto Närhi	10
J. Pesonen	Vilho Selin	10
Anna Parwiainen	Maria Lamminkoski	10
Helmi Tähtinen	Katri Rautio	10
Adolf Aminoff	John Uggla	10
Verner Palamler Vara	Vilho Selin	10
Ludvig Hjelt	Vilho Selif	10
Aksel Castren	Gunnar Hjelt	11
Georg Jägerhorn	Jonas Castren	11
Hemmo Kallio	Lilli Högdahl	11
Emil Falck	Olga Salo	11
Verner Palanrter Vara	Vilho Selin	11
Antti Mikkola	Verner Palander Vara	11
ONNI HALLSTEN	Y. LÖFGREN	11
Anni Kalliokoski	Fiina Partio	11
Uno Nyberg	Verner Palander	11
Katri Rautio	Kirsti Suonio	11
Mary Wood-Allen	Yrjö Weil	11
Eino Salmela	Olga Salo	11
Helmi Tähtinen	Kirsti Suonio	11
Elli Malm	Hemmo Kallio	11
Emil Snellman	Fritz Wiik	11
Artur Hilden	Einar Hänninen	11
Alfred Meurman	Uno Nyberg	11
Antti Jalava	Walter Scott	11
Artur Hiisi	Otto Weckman	11
Ludvig Hjelt	Verner Breitholtz	11
Kirsti Suonio	Olga Leino	11
Johan Henrik	Johan Wilhelm Snellman	11
Johan Henrik	Johan Ludvig Runeberg	11
Hemmo Kallio	Olga Salo	12
Emil Falck	Kirsti Suonio	12
Jonas Castren	Vilho Selin	12
Otto Tanner	VÄINÖ AURANEN	12
Otto Tanner	Paawo Paloheimo	12
Erkki Melartin	Jussi Snellman	12
Antti Mikkola	Verner Påtänder Vara	12
Eino Leino	Juhani Aho	12
Vilhelm Bohte	Vilho Selin	12
Ernst Neowius	Heikki Imberg	12
Uno Nyberg	Vilhelm Rohte	12
Otto Weckman	Paawo Paloheimo	12
Eino Salmela	Emil Falck	12
J. Pesonen	Ludvig Hjelt	12
Lilli Högdahl	Olga Leino	12
SAMULI SARIO	VILHO SOIM	12
Johan Ludvig Runeberg	Johan Wilhelm Snellman	12
Antti Jalava	Edvard Toth	12
Bertha Hidénin	Tri N.	12
Gunnar Hjelt	John Dittmar	12
VILHO SOINI	Y. LÖFGREN	13
Emil Falck	Olga Leino	13
Mimmi Lähdeoja	Olga Leino	13
Jonas Castren	Jonas Castro	13
Hilma Rantanen	Kaarle Halme	13
Aksel Alander	Gunnar Hjelt	13
SAMULI SARIO	Y. LÖFGREN	13
Eino Nyyssölä	Valde Hirvikanna	13
Artur Hilden	Otto Tanner	13
Antti Jalava	Charles H. Eden	13
Gunnar Hjelt	Uno Nyberg	13
SAMULI BABIO	VILHO SOINI	14
Aksel Castren	J. Pesonen	14
Hemmo Kallio	Mimmi Lähdeoja	14
Hemmo Kallio	Otto Närhi	14
Fritz Wiik	Verner Breitholtz	14
Verner Påtänder Vara	Vilho Selin	14
Adolf Lindfors	Katri Rautio	14
Eino Leino	Kaarle Halme	14
Alfred de Vigny	Walter Scott	14
Antton Soinne	Oskar Parkkinen	14
Antero Arho	Verner Palander Vara	14
Helmi Tähtinen	Olga Salo	14
Artur Hilden	Paawo Paloheimo	14
Alfred Meurman	Gunnar Hjelt	14
Alfred JUeurman	Emil Vallin	14
Kirsti Suonio	Mimmi Lähdeoja	14
Kirsti Suonio	Olga Salo	14
Knut Tötterman	Oskar Parkkinen	15
Olga Salo	Oskari Salo	15
Jonas Castren	Ludvig Hjelt	15
Lydia Valjakka	Maria Lamminkoski	15
Katri Rautio	Olga Salo	15
Eino Salmela	Olga Leino	15
Antero Arho	Emil Snellman	15
Arvid Sourander	Kaarlo Fröjdman	15
Emil Vallin	Uno Nyberg	15
Fritz Wiik	Ludvig Hjelt	16
Mauri Hellsten	T:ri A.	16
Eero Kilpi	Emil Falck	16
Aksel Alander	Antero Arho	16
Valde Hirvikanna	VÄINÖ AURANEN	16
Artur Hilden	Otto Weekman	16
Alfred JUeurman	Vilhelm Rohte	16
Ludvig Hjelt	Vilhelm Bohte	16
Hemmo Kallio	Olga Leino	17
Emil Falck	Hemmo Kallio	17
Erkki Melartin	Jalmari Hahl	17
Erkki Melartin	Jalmari Finne	17
SAMULI BARIO	VILHO SOINI	17
Eino Salmela	Hemmo Kallio	17
Juhani Aho	Santeri Ingman	17
Paawo Paloheimo	Valde Hirvikanna	17
Alfred JUeurman	Vilho Selin	17
Einar Hänninen	Valde Hirvikanna	17
Arvid Järnefelt	Leo Tolstoi	17
Hämeenlinna Johm	Otto Weckman	18
Uno Nyberg	Vilho Selin	18
John Dittmar	J. Pesonen	18
Antero Arho	Verner Påtänder Vara	18
Emil Vallin	Verner Påtänder	18
Emil Snellman	Emil Vallin	18
Artur Hilden	VÄINÖ AURANEN	18
Alfred Meurman	Verner Påtänder Vara	18
Alfred Meurman	Antero Arho	18
Verner Palander Vara	Vilho Selin	19
Matilda von Troil	Robert Blomqvist	19
Emil Vallin	Fritz Wiik	19
Artur Hilden	Eino Nyyssölä	19
Artur Hilden	Hämeenlinna Johm	19
Alfred Meurman	Verner Palander Vara	19
Gunnar Hjelt	Vilhelm Rohte	19
Gunnar Hjelt	Verner Palander	19
Fritz Wiik	Uno Nyberg	20
John Berg	Juho A. Lampén	20
Emil Vallin	Gunnar Hjelt	20
Otto A. Seppänen	VÄINÖ AURANEN	20
John Dittmar	Jonas Castren	21
Arvid Sourander	Julius Karsten	21
Emil Snellman	Otto Tanner	21
Carl Nummelin	John Uggla	21
Eino Nyyssölä	Otto A. Seppänen	21
Alfred JUeurman	Verner Palander	21
Ludvig Hjelt	Uno Nyberg	21
Verner Påtänder	Vilho Selin	22
Otto Tanner	Valde Hirvikanna	22
Antero Arho	Vilho Selin	22
Varatuomari EINO	VÄINÖ AURANEN	22
Gunnar Hjelt	Vilho Selin	22
Aksel Alander	Aksel Castren	23
Juho A. Lampén	Mauri Hellsten	24
Verner Påtänder	Vilhelm Rohte	25
Anna Parwiainen	Mauri Hailea	25
Aksel Alander	J. Pesonen	25
Alfred Meurman	Antti Mikkola	26
Aksel Alander	Vilho Selin	29
Alfred JUeurman	Ludvig Hjelt	29
Alfred Meurman	Verner Påtänder	30
Gunnar Hjelt	Ludvig Hjelt	30
Heikki Imberg	SAMULI SARIO	31
Axel Jägerroos	Petter Parviainen	34
Otto A. Seppänen	Otto Tanner	36
Otto Tanner	Vilho Selin	38
Ludvig Hjelt	Verner Påtänder	38
John Berg	Mauri Hellsten	39
Hämeenlinna Joh.	Otto Weckman	39
Einar Hänninen	Otto Vannas	40
ONNI HALLSTEN	SAMULI SABIO	41
Alexis Gripenberg	Georg Estlander	44
Einar Hänninen	Eino Nyyssölä	44
Aksel Castren	Jonas Castren	45
Artur Hilden	Hämeenlinna Joh.	45
Aksel Alander	Jonas Castren	47
Einar Hänninen	VÄINÖ AURANEN	48
Oskar Merikanto	Teuwo Pakkala	50
Alfred Meurman	Emil Vallin	50
Gunnar Hjelt	J. Pesonen	54
Gunnar Hjelt	Jonas Castren	56
Alfred Meurman	Vilhelm Rohte	59
Einar Hänninen	Otto Tanner	59
Emil Vallin	Vilhelm Rohte	60
SAMULI SABIO	VILHO SOINI	62
Fritz Wiik	Vilho Selin	64
Emil Vallin	Verner Palander	64
HEIKKI IMPIVAARA	JUHO MEREINEN	65
Einar Hänninen	Otto A. Seppänen	65
Alfred Meurman	Verner Palander	66
Verner Palander	Vilhelm Rohte	67
Vilhelm Rohte	Vilho Selin	71
Alfred Meurman	Vilho Selin	72
Artur Hilden	Otto Weckman	73
Anna Parwiainen	Mauri Hellsten	75
ONNI HALLSTEN	SAMULI SARIO	80
Allan Serlachius	Otto Hyyry	81
John Bergh	Mauri Hellsten	86
Emil Vallin	Ludvig Hjelt	93
Verner Palander	Vilho Selin	95
Jonas Castren	J. Pesonen	97
Alfred Meurman	Ludvig Hjelt	100
Ludvig Hjelt	Vilhelm Rohte	101
ONNI HALLSTEN	VILHO SOINI	103
Ludvig Hjelt	Verner Palander	109
Emil Snellman	Vilho Selin	115
Ludvig Hjelt	Vilho Selin	127
Jonas Castren	Sakari Castren	129
Eino Nyyssölä	VÄINÖ AURANEN	134
Emil Vallin	Vilho Selin	176
SAMULI SARIO	VILHO SOINI	266
Eino Voionmaa	HEIKKI IMPIVAARA	341
