Source	Target	Weigth
Ernst Dahlström	Gustaf Erholm	7
Edvin Ajmelaeus	Ernst Wahlberg	7
Edvin Ajmelaeus	G. Nilsson	7
Carl Stenqwist	John Hellström	7
John Clark	Viktor Liljeroth	7
Olli Wuori	Valdemar Seier	7
John Stenberg	OSKAR LINDBLAD	7
Ida Boije	Zachris Wacklin	7
A. Klami	Petter Parviainen	7
Lars Thuring	Victor Liljeroth	7
Karl Boström	Selim von Pfalei	7
Fritz Wiik	Robert Uggla	7
August Eklöf	Sari Wikström	7
Georg Snellman	Viktor Hoving	7
Georg Snellman	Gustaf Paulig	7
Elias Lönnrot	Olli Wuori	7
I. Hedström	Martin Ericsson	7
I. Hedström	Otto Wendelin	7
Erkki Almberg	Yrjö Maunu Sprengtporten	7
Erkki Almberg	Harriet Beecher	7
Jaakko Forsman	Mjö Koskinen	7
Antti Jalava	Walter Scott	7
Carl Wikström	Uno Äurtén	7
Carl Wikström	Lydecken H	7
Carl Wikström	Fritz Wiik	7
Carl Wikström	Robert Uqgla	7
Victor Mannelin	Viktor Mannelin	7
Daniel Nyblin	Theodor Thorman	7
Petter Parviainen	W. Hertzberg	7
Carl Borenius	Saima Wiipurista	7
Carl Borenius	Emil Dahl	7
Carl Borenius	Theodor Thorman	7
Gustaf Paulig	Lars Thuring	7
O. Donner	Yrjö Koskinen	7
Alfred Vjörkstsn	Robert Uggla	7
Jon Sandman	Viktor Hoving	7
Jon Sandman	Lydecken H	7
Georg Rieks'in	OSKAR LINDBLAD	7
Jan Forsen	Sari Wikström	7
Gustaf Erholm	Otto Wendelin	7
Gustaf Erholm	Karl Boström	7
Gustaf Erholm	Viktor Forselius	7
Gustaf Erholm	Martin Ericsson	7
Wilho Soini	Yrjö Koskinen	7
Knut Kieli	Werner Hertzberg	7
Bengt Stenius	Fredrik Liljeros'in	7
Elias Lönn-	Elias Lönnrot	7
Elias Lönn-	Torsten G. Aminoff	7
John Aspegren	Karl Hougberg	7
Theodor Thorman	Wilhelm Kommonen	7
Ernst Wahlberg	Walter Scott	7
Adolf Kotilainen	Saima Wiipurista	7
Adolf Kotilainen	Elias Ijönnrot	7
A Törngren'in	Oscar Hyne'n'in	7
Karl Borg	Viktor Heikel	7
Gustav Paulig	OSKAR RUNDBERG	7
Gustav Paulig	John Hellström	7
A. Björksten	Selim von Pfaler	7
A. Björksten	A. Th	7
OSKAR LINDBLAD	Petter Parviainen	7
Emil Nyqvist	Viktor Liljeroth	7
Emil Nyqvist	Lars Thuring	7
Emil Nyqvist	John Clark	7
Lars Homén	OSKAR LINDBLAD	7
Anton Lilius	Elias Lönnrot	7
Julius Åkerman	Magnus Gadd	7
Julius Åkerman	Martin Ericsson	7
Julius Åkerman	Otto Wendelin	7
Christian Franck	Edvin Ajmelaeus	7
Ernst Dahlström	Karl Liikanen	8
Ernst Dahlström	Selim von	8
Martin Ericsson	Otto Wendelin	8
Carl Stenqwist	G. Nilsson	8
Carl Stenqwist	Karl Liikanen	8
Carl Stenqwist	Kasimir Molander	8
Carl Stenqwist	Ernst Wahlberg	8
Olli Wuori	Yrjö Maunu	8
Alfred Paavola	John Hellström	8
Elis Emelius	Konrad Wahlroos	8
Adolf Törngren	Walter Scott	8
A. Klami	Knut Kjellin	8
A. Klami	Werner Hertzberg	8
A. Klami	SeveruS Konkola	8
Gustaf Eryoim	OSKAR RUNDBERG	8
Gustaf Eryoim	Viktor Forselius	8
Karl Boström	Selim von	8
G. Nilsson	Walter Scott	8
Fritz Wiik	Jan Forsen	8
August Eklöf	Jan Fors6n	8
Alexander Pushkin'ilta	Waldemar Churberg	8
Robert Uggla	Sari Wikström	8
Georg Snellman	Uno Kurton	8
A. Törngren	Zachris Wacklin	8
Hamlet Tanska	Paavo Cajander	8
A. Almberg	Wilho Soini	8
Carl Borenius	Karl Liikanen	8
Carl Borenius	Gustaf Eryoim	8
Carl Borenius	Viktor Forselius	8
Carl Borenius	Lars Krogius	8
Carl Borenius	Ernst Dahlström	8
Carl Borenius	OSKAR LINDBLAD	8
Nikolai Gogol	Waldemar Churberg	8
Alfred Vjörkstsn	Georg Snellman	8
Jon Sandman	Uno Kurt	8
Jan Forsen	Viktor Hoving	8
August Eklof	Robert Uggla	8
August Eklof	Carl Wikström	8
August Etlöf	Robert Uggla	8
Alfred Björksten	Viktor Hoving	8
Waldemar Churberg	Walter Scott	8
Theodor Thorman	Viktor Forselius	8
Theodor Thorman	Walter Scott	8
Nils Penttilä	OSKAR LINDBLAD	8
A Törngren'in	Gustaf Paulig	8
Emil Dahl	Theodor Thorman	8
Gustav Paulig	OSKAR LINDBLAD	8
I. Krohn	O. Donner	8
Christian Franck	John Hellström	8
Jan Forssn	Uno Kurt	9
Axel Pihlgren	OSKAR LINDBLAD	9
Alfred Hertzberg	OSKAR LINDBLAD	9
Ernst Dahlström	Gustaf Eryoim	9
A. Klami	A. Ruotsi	9
Lars Thuring	Wilhelm Kommonen	9
Gustaf Eryoim	Selim von Pfaler	9
Fritz Wiik	Jon Sandman	9
August Eklöf	Uno Kurton	9
Andreas Jelky'n	Waldemar Churberg	9
Otto Wendelin	Viktor Hoving	9
Robert Uggla	Viktor Hoving	9
Georg Snellman	Lydecken H	9
Georg Snellman	Sari Wikström	9
A. Törngren	Oskar Hynén	9
Earl Wikström	Jon Sandman	9
Charles Dickens	Waldemar Churberg	9
Jaakko Forsman	Walter Scott	9
Carl Wikström	Jan Fors6n	9
Petter Parviainen	Werner Hertzberg	9
I. Malm	Viktor Heikel	9
I. Malm	Paul Wahl	9
Carl Borenius	Walter Scott	9
Gustaf Paulig	Oscar Hyne'n'in	9
Selim von Pfaler	Theodor Thorman	9
Kasimir Molander	Oskar af Heurlin	9
August Etlöf	Georg Snellman	9
August Etlöf	Jan Forsen	9
Otto Ludwig'ilta	Waldemar Churberg	9
Alfred Björksten	Earl Wikström	9
Alfred Björksten	Uno Kurt	9
Theodor Thorman	Werner Hertzberg	9
Adolf Kotilainen	Lars Krogius	9
Emil Dahl	Gustaf Eryoim	9
John Blomström	Walter Scott	9
Werner Hertzberg	Vskar Tornberg	9
Alfred Sjöström	Lars Thuring	9
OSKAR LINDBLAD	Walter Scott	9
Lydecken H	Robert Uggla	9
Daniel de	Robinson Crusoe'n	9
Alexis Humble	Herra Th	10
Schönberg-Cotta Perhe	Waldemar Churberg	10
Karl Liikanen	Viktor Forselius	10
Karl Liikanen	Oskar af Heurlin	10
A. Klami	Alfred Hertzberg	10
Fritz Wiik	Georg Snellman	10
August Eklöf	Earl Wikström	10
August Eklöf	Robert Uqgla	10
August Ellöf	Georg Snellman	10
August Ellöf	Robert Uggla	10
Valdemar Seier	Yrjö Maunu	10
Carl Borenius	OSKAR RUNDBERG	10
Viktor Hoving	Zachris Wacklin	10
Jan Forsen	Robert Uqgla	10
Bengt Stenius	Viktor Ekroos	10
Viktor Liljeroth	Wilhelm Kommonen	10
OSKAR RUNDBERG	Viktor Forselius	10
I. Krohn	Jaakko Forsman	10
Christian Franck	Walter Scott	10
Alfred Hertzberg	Carl Borenius	11
Alexis Humble	Carl Borenius	11
Gustaf Eryoim	Karl Boström	11
Karl Boström	Karl Liikanen	11
Otto Wendelin	Zachris Wacklin	11
Jon Sandman	Robert Uqgla	11
Selim von Pfaler	Viktor Forselius	11
Jan Forsen	Uno Kurt	11
Jan Fors6n	Robert Uggla	11
A. Holmström	Lars Krogius	11
Karl Borg	Paul Wahl	11
OSKAR RUNDBERG	Theodor Thorman	11
Gustav Paulig	Walter Scott	11
Alfred Hertzberg	Elias Lönnrot	12
August Eklöf	Fritz Wiik	12
Georg Snellman	Robert Uqgla	12
Erkki Almberg	Valdemar Seier	12
Earl Wikström	Jan Forsen	12
A. Almberg	I. Krohn	12
Carl Borenius	Karl Boström	12
Jan Fors6n	Jon Sandman	12
B. Lindbom	Frithiof Hultman	12
Adolf Kotilainen	Alexis Humble	12
Emil Dahl	Selim von Pfaler	12
Emil Nyqvist	Wilhelm Kommonen	12
Ernst Dahlström	Theodor Thorman	13
John Clark	OSKAR LINDBLAD	13
Karl Liikanen	Kasimir Molander	13
Adolf Törngren	Adolf Torngren	13
Lars Thuring	OSKAR LINDBLAD	13
Georg Snellman	Jan Fors6n	13
Elias Lönnrot	Werner Hertzberg	13
OSKAR RUNDBERG	Selim von Pfaler	13
Gustav Paulig	Theodor Thorman	13
OSKAR LINDBLAD	Victor Liljeroth	13
Axel Pihlgren	Axel Plhlgren	14
Alfred Paavola	Gustav Paulig	14
Karl Boström	Theodor Thorman	14
Elias Lönnrot	Knut Kjellin	14
G. Qwarnström	Petter Parviainen	14
Eduard Evensen	Theodor Thorman	14
Emil Dahl	OSKAR RUNDBERG	14
Emil Dahl	Viktor Forselius	14
OSKAR LINDBLAD	Viktor Ekroos	14
Alfred Paavola	Carl Stenqwist	15
Earl Wikström	Robert Uggla	15
Gustaf Paulig	Oskar Hyne'n'in	15
Jan Forssn	Jon Sandman	16
Alfred Paavola	Christian Franck	16
Karl Boström	Viktor Forselius	16
Earl Wikström	Georg Snellman	16
Alfred Björksten	Jan Forssn	16
Paul Wahl	Viktor Heikel	16
Emil Dahl	Ernst Dahlström	16
OSKAR LINDBLAD	Theodor Thorman	16
Ernst Dahlström	Selim von Pfaler	17
Ernst Dahlström	OSKAR RUNDBERG	17
Ernst Dahlström	Viktor Forselius	17
A. Klami	A. Ruotzi	17
Jaakko Forsman	Yrjö Koskinen	17
Jaakko Forsman	Wilho Soini	17
Eduard Evensen	Gustav Paulig	17
OSKAR LINDBLAD	Wilhelm Kommonen	17
A. Almberg	Yrjö Koskinen	18
A. Almberg	Irjö Koskinen	18
Knut Kjellin	Werner Hertzberg	18
Irjö Koskinen	Jaakko Forsman	19
Carl Wikström	Uno Kurt	19
Emil Dahl	Karl Boström	19
August Eklöf	Uno Kurt	20
Alfred Hertzberg	Werner Hertzberg	21
Karl Boström	Selim von Pfaler	21
Karl Boström	OSKAR RUNDBERG	21
Carl Stenqwist	Gustav Paulig	22
G. Nilsson	Gustav Paulig	22
Robert Uggla	Uno Kurt	22
Ernst Wahlberg	Gustav Paulig	22
Alfred Hertzberg	Knut Kjellin	25
Ernst Dahlström	Karl Boström	25
Georg Snellman	Uno Kurt	25
Christian Franck	Ernst Wahlberg	25
Christian Franck	G. Nilsson	25
Carl Stenqwist	Christian Franck	27
Carl Borenius	Elias Lönnrot	27
Carl Borenius	Herra Th	27
Ernst Wahlberg	G. Nilsson	27
OSKAR LINDBLAD	Viktor Liljeroth	28
Carl Wikström	Jan Forssn	30
Adolf Kotilainen	Herra Th	30
Emil Nyqvist	OSKAR LINDBLAD	31
August Eklöf	Jan Forssn	33
Jan Forssn	Robert Uggla	36
Georg Snellman	Jan Forssn	36
Christian Franck	Gustav Paulig	38
Adolf Kotilainen	Carl Borenius	43
A. Almberg	Jaakko Forsman	54
Alfred Björksten	Jon Sandman	64
Alfred Björksten	Jan Forsen	65
Alfred Björksten	Carl Wikström	70
Alfred Björksten	August Eklöf	79
Carl Wikström	Jan Forsen	81
Alfred Björksten	Robert Uggla	84
Alfred Björksten	Georg Snellman	90
Jan Forsen	Jon Sandman	93
August Eklöf	Jan Forsen	96
Jan Forsen	Robert Uggla	97
Carl Wikström	Jon Sandman	100
Georg Snellman	Jan Forsen	110
Jon Sandman	Robert Uggla	110
August Eklöf	Jon Sandman	111
August Eklöf	Carl Wikström	117
Georg Snellman	Jon Sandman	127
August Eklöf	Robert Uggla	134
Carl Wikström	Robert Uggla	134
Carl Wikström	Georg Snellman	138
August Eklöf	Georg Snellman	149
Georg Snellman	Robert Uggla	170
